tablet_serial,video_id,start_time,end_time
,1,1513170243,1513170360
,1,1513170319,1513170436
,1,1513176124,1513176241
,1,1513177596,1513177713
,1,1513179998,1513180115
,1,1513181903,1513182020
,1,1513185844,1513185961
,1,1513189058,1513189175
,16,1513228192,1513228309
,16,1513232494,1513232611
,16,1513235566,1513235683
,16,1513238485,0
,16,1513245003,1513245120
,16,1513247062,1513247179
,16,1513247530,0
,16,1513252872,1513252989
,16,1513255697,0
,16,1513275623,1513275740
,16,1513277137,1513277254
,16,1513282381,1513282498
,31,1513322255,1513322372
,31,1513322990,1513323106
,31,1513326596,1513326713
,31,1513327706,1513327823
,31,1513329115,1513329232
,31,1513329611,1513329772
,31,1513332857,1513332974
,31,1513333832,1513333949
,31,1513334254,1513334437
,31,1513337989,1513338106
,31,1513343346,1513343463
,31,1513343645,1513343762
,31,1513343878,1513343995
,31,1513346000,1513346117
,31,1513361047,1513361164
,211,1513583442,1513583559
,46,1513607285,0
,46,1513609037,1513609154
,46,1513615963,1513616080
,46,1513618205,1513618322
,46,1513630226,1513630343
,46,1513630648,1513630765
,46,1513632570,1513632687
,61,1513667828,1513667945
,61,1513671262,1513671379
,61,1513673815,1513673932
,61,1513676431,1513676548
,61,1513677772,1513678974
,61,1513681231,0
,61,1513682585,1513682702
,61,1513699637,1513699754
,61,1513705747,1513705864
,61,1513707354,1513707471
,61,1513712264,1513712381
,61,1513713739,1513713856
,1,1513848788,1513848905
,1,1513851018,1513851135
,16,1513938771,1513938888
,31,1514027258,1514027375
,46,1514094806,0
,46,1514094988,1514095105
,61,1514197556,1514197673
,211,1514480077,1514480194
,421,1514801020,1514801137
,421,1514823872,1514823989
,211,1515166091,1515166208
,421,1515569719,1515569836
,421,1515616629,1515616746
,481,1515922237,1515922354
,481,1515924603,1515924720
,646,1516197236,1516197353
,421,1516265430,1516265547
,646,1517052338,0
,646,1517072240,0
,646,1517072426,0
,961,1518034598,1518034715
,961,1518677742,1518677859
,961,1518709907,1518710024
,961,1519144237,1519144354
,961,1519154296,1519154413
,961,1519158534,1519158651
,961,1519659317,1519659434
,1201,1520060963,1520061080
,1201,1520325700,1520325817
5A22000662,1471,1521648610,1521648730
5A22000662,1471,1521667253,1521667370
5A22000662,1486,1521737661,1521737715
5A22000662,1996,1524643272,1524643325
5A22000662,1996,1524645323,1524645377
5A22000662,1996,1524645566,1524645619
5A22000662,1996,1524645624,1524645678
5A22000662,1996,1524645992,1524646046
5A22000662,1996,1524678167,1524678221
5A22000662,1996,1524678226,1524678279
5A22000662,1996,1524678804,1524678858
5A22000662,1996,1524685973,1524686027
5A22000662,1996,1524686500,1524686553
5A22000662,1996,1524686826,1524686880
5A22000662,1996,1524686890,1524686943
5A22000662,1996,1524686949,0
5A22000662,2056,1525085398,1525085451
5A22000662,2056,1525087399,1525087453
5A22000662,2056,1525091202,1525091255
5A22000662,2056,1525091261,1525091315
5A22000662,2056,1525113559,1525113613
5A22000662,2056,1525118578,1525118632
5A22000662,2056,1525121733,0
5A22000792,1471,1521204235,1521204352
5A22000792,1471,1521233822,1521233939
5A22000792,1471,1521235818,1521235935
5A22000792,1486,1521301682,1521301735
5A22000792,1486,1521312920,1521312974
5A22000792,1486,1521312992,1521313046
5A22000792,1540,1521751095,1521751149
5A22000792,1726,1522648013,1522648067
5A22000792,1726,1522650028,1522650082
5A22000792,1726,1522650087,1522650140
5A22000792,1726,1522705294,1522705347
5A22000792,1996,1524342759,1524342813
5A22000792,2101,1524859367,1524859421
5A22000792,2101,1524861256,1524861311
5A22000854,1471,1521618696,1521618813
5A22000854,1471,1521660608,1521660725
5A22000854,1471,1521660731,1521660846
5A22000854,1486,1521703789,1521703843
5A22000854,1996,1524767506,1524767560
5A22000854,1996,1524769456,1524769509
5A22000854,1996,1524770406,1524770459
5A22000854,1996,1524770464,1524770518
5A22000854,1996,1524772414,1524772468
5A22000854,2101,1525422645,1525422699
5A22000854,2101,1525424616,1525424670
5A22000854,2101,1525424684,1525424738
5A22000854,2101,1525425039,1525425093
5A22000854,2101,1525425448,1525425502
5A22000854,2101,1525425670,1525425724
5A22000854,2101,1525425885,1525425939
5A22000854,2101,1525426026,1525426081
5A22000854,2101,1525460192,1525460247
5A22000854,2101,1525461630,1525461684
5A22000854,2101,1525466258,1525466312
5A22000854,2101,1525466760,1525466814
5A22000854,2101,1525467354,1525467408
5A22000863,1471,1521463958,0
5A22000863,1471,1521464148,0
5A22000863,1471,1521464385,1521464565
5A22000863,1471,1521477060,1521477177
5A22000863,1471,1521480353,1521480470
5A22000863,1471,1521481424,1521481541
5A22000863,1471,1521488354,1521488471
5A22000863,1486,1521531358,1521531412
5A22000863,1486,1521541668,1521541721
5A22000863,1486,1521542694,1521542748
5A22000863,1486,1521543972,1521544026
5A22000863,1486,1521544759,1521544813
5A22000863,1486,1521552818,1521552871
5A22000863,1486,1521552914,1521552967
5A22000863,1486,1521554739,0
5A22000863,1996,1524295556,1524295608
5A22000863,1996,1524678209,1524678262
5A22000863,1996,1524686627,1524686681
5A22000863,1996,1524688067,1524688121
5A22000863,1996,1524689128,1524689182
5A22000863,1996,1524689188,1524689242
5A22000863,1996,1524689742,1524689796
5A22000863,1996,1524689801,1524689854
5A22000863,1996,1524689999,1524690053
5A22000863,1996,1524690063,1524690117
5A22000863,1996,1524690514,1524690567
5A22000863,1996,1524690769,1524690822
5A22000863,1996,1524691182,1524691236
5A22000863,1996,1524691772,1524691826
5A22000863,1996,1524691834,1524691888
5A22000863,1996,1524691898,1524691952
5A22000863,1996,1524691957,1524692010
5A22000863,1996,1524692178,1524692232
5A22000863,1996,1524692237,1524692290
5A22000863,1996,1524692295,1524692349
5A22000863,1996,1524693482,1524693535
5A22000863,2101,1524918538,1524918592
5A22001051,1471,1521210330,1521210447
5A22001051,1471,1521212263,1521212380
5A22001051,1471,1521218446,1521218563
5A22001051,1486,1521454823,1521454877
5A22001051,1486,1521456743,1521456796
5A22001051,1486,1521461241,1521461294
5A22001051,1486,1521461299,1521461353
5A22001051,1486,1521469441,1521469495
5A22001051,1486,1521469500,1521469554
5A22001051,1486,1521469606,1521469660
5A22001051,1486,1521469665,1521469719
5A22001051,1486,1521469746,1521469800
5A22001051,1486,1521489382,1521489435
5A22001051,1486,1521489442,1521489495
5A22001051,1486,1521489502,1521489555
5A22001051,1486,1521489562,1521489616
5A22001051,1486,1521489622,1521489675
5A22001051,1486,1521489681,1521489734
5A22001051,1486,1521491568,1521491621
5A22001051,1486,1521491633,1521491687
5A22001051,1486,1521491692,1521491745
5A22001051,1486,1521491754,1521491807
5A22001051,1486,1521491819,1521491872
5A22001051,1726,1522686841,1522686895
5A22001051,1996,1524246068,1524246122
5A22001051,1996,1524248152,1524248206
5A22001051,1996,1524250565,1524250619
5A22001051,2101,1524851670,1524851725
5A22001051,2101,1524853568,1524853622
5A22001051,2101,1524853745,1524853800
