tablet_serial,video_id,start_time,end_time
5A22000149,1996,1524838937,1524838991
5A22000149,1996,1524856103,1524856157
5A22000149,1996,1524856163,1524856217
5A22000149,1996,1524857559,1524857613
5A23001238,1471,1521226486,1521226603
5A23001238,1471,1521231646,1521231763
5A23001238,1471,1521231768,1521231885
5A23001238,1486,1521276229,1521276282
5A23001238,1486,1521278205,1521278259
5A23001238,1486,1521278268,1521278321
5A23001238,1486,1521278326,1521278380
5A23001238,1486,1521278385,1521278438
5A23001238,1486,1521278445,1521278498
5A23001238,1486,1521278736,1521278790
5A23001238,1486,1521307785,1521307839
5A23001238,1486,1521313502,1521313556
5A23001238,1486,1521313565,1521313619
5A23001238,1486,1521315920,1521315974
5A23001238,1540,1521532838,1521532891
5A23001238,1540,1521534635,1521534688
5A23001238,1540,1521534695,1521534748
5A23001238,1540,1521535348,1521535401
5A23001238,1726,1522662504,1522662557
5A23001238,1726,1522679975,1522680028
5A23001238,1726,1522696235,1522696289
5A23001238,1726,1522696294,1522696348
5A23001238,1726,1522704442,1522704495
5A23001238,1996,1524336089,1524336142
5A23001238,1996,1524338515,1524338599
5A23001238,2056,1524682318,1524682371
5A23001238,2101,1524821067,1524821121
5A23001238,2101,1524822752,1524822806
5A23001238,2101,1524822811,1524822866
5A23001238,2101,1524832922,1524832977
5A23001238,2101,1524850468,1524850522
5A23001238,2101,1524851714,1524851769
5A23001869,1471,1521276058,1521276175
5A23001869,1486,1521355905,1521355958
5A23001869,1486,1521357800,1521357854
5A23001869,1486,1521357859,1521357913
5A23001869,1486,1521357919,1521357972
5A23001869,1486,1521357978,1521358031
5A23001869,1486,1521358041,1521358095
5A23001869,1486,1521358105,1521358159
5A23001869,1486,1521358353,1521358407
5A23001869,1486,1521358412,1521358465
5A23001869,1486,1521358502,1521358556
5A23001869,1486,1521358561,1521358615
5A23001869,1486,1521358620,1521358673
5A23001869,1486,1521358681,1521358735
5A23001869,1486,1521401822,1521401875
5A23001869,1486,1521401883,1521401936
5A23001869,1486,1521401941,1521401995
5A23001869,1486,1521404378,1521404431
5A23001869,1486,1521404655,1521404709
5A23001869,1486,1521406882,1521406935
5A23001869,1486,1521407100,1521407154
5A23001869,1486,1521407159,1521407213
