tablet_serial,video_id,start_time,end_time
5A21000609,100,948478120,
5A21000609,40,948504548,
5A21000609,40,948504639,
5A21000609,41,948504652,
5A21000609,41,948504662,
5A21000609,41,948504668,
5A21000609,41,948504669,
5A21000609,42,948504676,
5A21000609,20,948504682,
5A21000609,20,948504688,
5A21000609,13,948504845,
5A21000609,14,948504917,
5A21000609,15,948504996,
5A21000609,38,948505131,
5A21000609,39,948515093,
5A21000609,60,948516040,
5A21000609,110,948517929,
5A21000609,104,948518298,
5A21000609,103,948518433,
5A21000609,104,948518797,
5A21000609,104,948518921,
5A21000609,1,949172067,
5A21000609,1,949172068,
5A21000609,41,949172091,
5A21000609,40,949172112,
5A21000609,41,949172202,
5A21000609,41,949172205,
5A21000609,40,949172209,
5A21000609,40,949172272,
5A21000609,41,949172362,
5A21000609,60,949176607,
5A21000609,60,949176623,
5A21000609,60,949176624,
5A21000609,20,949176647,
5A21000609,20,949176648,
5A21000609,19,949176785,
5A21000609,18,949176859,
5A21000609,15,949176940,
5A21000609,16,949177067,
5A21000609,17,949177138,
5A21000609,104,949177229,
5A21000609,104,949177230,
5A21000609,104,949178013,
5A21000609,110,949179131,
5A21000609,36,949179492,
5A21000609,37,949179541,
5A21000609,38,949179579,
5A21000609,37,949179588,
5A21000609,38,949179657,
5A21000609,11,949179738,
5A21000609,11,949179809,
5A21000609,1,949179902,
5A21000609,1,949179913,
5A21000609,2,949179974,
5A21000609,20,949180144,
5A21000609,20,949180151,
5A21000609,15,949180272,
5A21000609,15,949180273,
5A21000609,16,949180401,
5A21000609,17,949180471,
5A21000609,18,949180539,
5A21000609,19,949180616,
5A21000609,13,949181110,
5A21000609,7,949181116,
5A21000609,37,949181156,
5A21000609,37,949181157,
5A21000609,38,949181225,
5A21000609,39,949181297,
5A21000609,40,949181417,
5A21000609,41,949181509,
5A21000609,10,949181523,
5A21000609,11,949181601,
5A21000609,36,949181630,
5A21000609,109,949181655,
5A21000609,110,949182016,
5A21000609,100,949182042,
5A21000609,101,949182401,
5A21000609,99,949188205,
5A21000609,99,949188206,
5A21000609,109,949188609,
5A21000609,110,949188956,
5A21000609,98,949189919,
5A21000609,98,949189926,
5A21000609,102,949189950,
5A21000609,103,949190000,
5A21000609,103,949190008,
5A21000609,105,949190014,
5A21000609,97,949190026,
5A21000609,97,949190041,
5A21000609,98,949190071,
5A21000609,99,949190206,
5A21000609,99,949190209,
5A21000609,99,949190215,
5A21000609,100,949190218,
5A21000609,101,949190224,
5A21000609,102,949190232,
5A21000609,99,949190241,
5A21000609,99,949190569,
5A21000609,110,949190576,
5A21000609,15,949210926,
5A21000609,16,949211141,
5A21000609,17,949211211,
5A21000609,17,949211225,
5A21000609,17,949211239,
5A21000609,18,949211276,
5A21000609,19,949211365,
5A21000609,20,949211434,
5A21000609,14,949211568,
5A21000609,15,949211647,
5A21000609,3,949211726,
5A21000609,4,949211863,
5A21000609,5,949211920,
5A21000609,6,949212037,
5A21000609,19,949212188,
5A21000609,18,949212197,
5A21000609,16,949212205,
5A21000609,16,949212215,
5A21000609,16,949212216,
5A21000609,15,949212296,
5A21000609,16,949212423,
5A21000609,17,949212497,
5A21000609,17,949212501,
5A21000609,17,949212503,
5A21000609,18,949212505,
5A21000609,19,949212576,
5A21000609,20,949212646,
5A21000609,17,949212774,
5A21000609,17,949212775,
5A21000609,18,949212844,
5A21000609,19,949212920,
5A21000609,11,949262953,
5A21000609,104,949555840,
5A21000609,99,949556006,
5A21000609,110,949556391,
5A21000609,111,949556746,
5A21000609,37,949557115,
5A21000609,101,949604050,
5A21000609,103,949604407,
5A21000609,103,949604443,
5A21000609,103,949604444,
5A21000609,104,949604765,
5A21000609,104,949605034,
5A21000609,105,949605134,
5A21000609,106,949605494,
5A21000609,15,949605520,
5A21000609,16,949605647,
5A21000609,17,949605675,
5A21000609,18,949605691,
5A21000609,19,949605736,
5A21000609,20,949605799,
5A21000609,14,949605925,
5A21000609,15,949606000,
5A21000609,38,949606017,
5A21000609,60,949687972,
5A21000609,60,949687973,
5A21000609,99,949687979,
5A21000609,99,949687980,
5A21000609,101,949687988,
5A21000609,99,949688002,
5A21000609,100,949688033,
5A21000609,105,949688061,
5A21000609,104,949688099,
5A21000609,105,949688268,
5A21000609,105,949688280,
5A21000609,106,949688390,
5A21000609,107,949688415,
5A21000609,1,949688430,
5A21000609,2,949688487,
5A21000609,3,949688534,
5A21000609,38,949688546,
5A21000609,38,949688547,
5A21000609,39,949688619,
5A21000609,37,949688755,
5A21000609,15,949688775,
5A21000609,15,949688776,
5A21000609,16,949688902,
5A21000609,17,949688972,
5A21000609,18,949689041,
5A21000609,19,949689115,
5A21000609,20,949689182,
5A21000609,18,949689367,
5A21000609,60,949689374,
5A21000609,61,949689566,
5A21000609,101,949694836,
5A21000609,110,949694964,
5A21000609,110,949694965,
5A21000609,20,949695023,
5A21000609,20,950235207,
5A21000609,97,950235368,
5A21000609,97,950235369,
5A21000609,1,950235685,
5A21000609,60,950243316,
5A21000609,60,950243317,
5A21000609,15,950243488,
5A21000609,16,950243578,
5A21000609,15,950243598,
5A21000609,16,950243724,
5A21000609,18,950243742,
5A21000609,19,950243806,
5A21000609,19,950243807,
5A21000609,20,950243880,
5A21000609,2,950243907,
5A21000609,3,950244051,
5A21000609,4,950244188,
5A21000609,5,950244244,
5A21000609,5,950244267,
5A21000609,5,950244286,
5A21000609,5,950244680,
5A21000609,6,950244683,
5A21000609,7,950244885,
5A21000609,20,950244913,
5A21000609,20,950244914,
5A21000609,103,950245050,
5A21000609,104,950245378,
5A21000609,104,950245386,
5A21000609,105,950245743,
5A21000609,106,950246081,
5A21000609,106,950246102,
5A21000609,38,950246152,
5A21000609,39,950246223,
5A21000609,40,950246343,
5A21000609,13,950246381,
5A21000609,41,950246391,
5A21000609,98,950246415,
5A21000609,97,950246820,
5A21000609,101,950247202,
5A21000609,101,950247573,
5A21000609,10,950323135,
5A21000609,37,950380488,
5A21000609,37,950380489,
5A21000609,97,950384845,
5A21000609,98,950385108,
5A21000609,100,950385361,
5A21000609,6,950385473,
5A21000609,18,950385547,
5A21000609,19,950385626,
5A21000609,20,950385695,
5A21000609,5,950385824,
5A21000609,5,950385842,
5A21000609,4,950412141,
5A21000609,109,950412164,
5A21000609,110,950412523,
5A21000609,20,950412900,
5A21000609,104,950412940,
5A21000609,104,950412941,
5A21000609,105,950413296,
5A21000609,106,950413657,
5A21000609,98,950413681,
5A21000609,99,950414063,
5A21000609,61,950414100,
5A21000609,60,950414254,
5A21000609,59,950414454,
5A21000609,60,950504097,
5A21000609,98,950504110,
5A21000609,103,951074720,
5A21000609,109,951074991,
5A21000609,111,951075130,
5A21000609,37,951075339,
5A21000609,40,951075359,
5A21000609,11,951075373,
5A21000609,40,951075379,
5A21000609,40,951075383,
5A21000609,40,951075400,
5A21000609,41,951075430,
5A21000609,13,951075570,
5A21000609,41,951075580,
5A21000609,41,951075604,
5A21000609,41,951075630,
5A21000609,41,951075637,
5A21000609,41,951075661,
5A21000609,41,951075688,
5A21000609,41,951075712,
5A21000609,41,951075730,
5A21000609,41,951102284,
5A21000609,42,951102285,
5A21000609,42,951102304,
5A21000609,42,951102315,
5A21000609,42,951103464,
5A21000609,42,951103469,
5A21000609,42,951103470,
5A21000609,42,951103471,
5A21000609,42,951103474,
5A21000609,99,951103504,
5A21000609,100,951103868,
5A21000609,98,951103965,
5A21000609,98,951103966,
5A21000609,99,951104346,
5A21000609,100,951104346,
5A21000609,101,951104346,
5A21000609,101,951104433,
5A21000609,99,951104479,
5A21000609,98,951104497,
5A21000609,102,951104504,
5A21000609,105,951104543,
5A21000609,20,951104762,
5A21000609,17,951104923,
5A21000609,18,951104992,
5A21000609,19,951105061,
5A21000609,20,951105130,
5A21000609,16,951105259,
5A21000609,16,951105278,
5A21000609,17,951105337,
5A21000609,2,951155788,
5A21000609,2,951155789,
5A21000609,12,951156091,
5A21000609,12,951156285,
5A21000609,39,951156313,
5A21000609,39,951156317,
5A21000609,39,951156323,
5A21000609,41,951156331,
5A21000609,42,951156488,
5A21000609,42,951156515,
5A21000609,42,951156681,
5A21000609,42,951156704,
5A21000609,2,951277134,
5A21000609,2,951277139,
5A21000609,2,951277140,
5A21000609,2,951277154,
5A21000609,2,951277171,
5A21000609,2,951277178,
5A21000609,2,951277184,
5A21000609,2,951277192,
5A21000609,2,951277199,
5A21000609,2,951277203,
5A21000609,1,951277243,
5A21000609,60,951277260,
5A21000609,2,951277357,
5A21000609,2,951277377,
5A21000609,2,951281431,
5A21000609,2,951281495,
5A21000609,3,951281497,
5A21000609,3,951281524,
