tablet_serial,storybook_id,start_time,end_time
,27,946746964,946747064
,28,946747076,946747347
,27,946764291,946764365
,27,946764516,946764588
,27,946770549,946770646
,64,946774046,946774137
,65,946774145,946774338
,42,946775121,946775189
,43,946775196,946775428
,64,946779425,946779533
,42,946779693,946779756
,42,946780396,946780460
,42,946787807,946787873
,64,946795850,946795969
,65,946796135,946796345
,172,946841854,946842040
,27,946861793,946861868
,28,946861880,946862070
,42,946957338,946957405
,43,946957413,946957609
,43,947021158,947021389
,7,1484893648,1484894118
,8,1484894132,1484894386
,7,1484898924,1484899044
,8,1484948929,1484949150
,27,1484981458,1484981546
,28,1484981562,1484981766
,28,1484983796,1484983993
,27,1484984001,1484984073
,27,1484986552,1484986653
,27,1484989826,1484989902
,42,1485068842,1485068915
,43,1485068929,1485069219
,42,1485072759,1485072830
,43,1485072838,1485073060
,42,1485076612,1485076681
,42,1485077226,1485077290
,43,1485117985,1485118181
,42,1485120943,1485121009
,57,1485241460,1485241551
,58,1485241561,1485241763
,64,1485329927,1485330026
,65,1485330039,1485330365
,7,1512194360,1512194462
,8,1512194478,1512194699
,7,1512200917,1512201013
,8,1512201020,1512201207
,7,1512215729,1512215823
,8,1512215830,1512216124
,7,1512220472,1512220573
,7,1512228574,1512228676
,8,1512228694,1512229259
,7,1512229337,1512229444
,8,1512229468,1512229667
,7,1512229645,1512229742
,8,1512229755,1512229977
,8,1512235143,1512235344
,8,1512235468,0
,8,1512237005,1512237207
,7,1512237993,1512238090
,8,1512240652,1512240861
,7,1512241277,0
,8,1512244250,1512244437
,27,1512279820,1512279889
,28,1512279896,1512280059
,28,1512280903,1512281075
,28,1512281706,1512281893
,28,1512282050,1512282208
,27,1512282873,1512282946
,28,1512282954,1512283129
,28,1512283911,1512284085
,28,1512284294,0
,28,1512284581,1512284754
,27,1512285747,1512285854
,28,1512285861,1512286117
,28,1512287415,1512287580
,28,1512289543,0
,28,1512292023,1512292183
,28,1512293448,1512293616
,28,1512293467,0
,28,1512294173,1512294327
,28,1512296254,1512296439
,27,1512296446,1512296544
,27,1512298049,1512298121
,28,1512298129,1512298318
,27,1512298684,1512298753
,28,1512299952,1512300121
,27,1512301032,1512301101
,28,1512301109,1512301271
,27,1512366373,1512366443
,28,1512366449,1512366622
,27,1512370261,1512370332
,28,1512370338,1512370491
,28,1512372591,1512372775
,42,1512373789,1512373847
,43,1512373854,1512374032
,42,1512375270,1512375337
,42,1512375344,1512375420
,28,1512376811,1512376972
,43,1512376826,1512377018
,28,1512377490,1512377665
,27,1512377671,1512377754
,42,1512377753,1512377832
,28,1512377813,1512377987
,43,1512380237,1512380423
,42,1512381419,1512381483
,43,1512381768,1512381955
,43,1512384177,1512384349
,42,1512384491,1512384549
,42,1512386874,1512386938
,43,1512386945,1512387173
,42,1512388137,1512388210
,42,1512388583,1512388670
,42,1512389200,1512389263
,43,1512389272,1512389457
,43,1512389689,1512389874
,42,1512403317,1512403381
,43,1512403394,1512403590
,43,1512405873,1512406053
,42,1512406059,1512406127
,42,1512406782,1512406846
,43,1512406826,1512407063
,43,1512406854,1512407049
,42,1512407799,0
,42,1512408013,1512408075
,43,1512408086,1512408259
,28,1512411878,0
,42,1512415547,1512415642
,57,1512451564,1512451637
,58,1512451644,1512451816
,57,1512451724,1512451808
,58,1512451821,1512451999
,57,1512457609,1512457705
,58,1512457713,1512457932
,58,1512457939,1512458109
,58,1512459062,1512459244
,58,1512462493,1512462727
,58,1512470986,1512471168
,57,1512471788,1512471867
,57,1512472594,1512472671
,58,1512472854,1512473026
,57,1512473032,1512473102
,57,1512473136,1512473205
,57,1512483071,1512483140
,58,1512483148,1512483343
,42,1512507675,1512507731
,43,1512507739,1512507905
,57,1512538033,1512538103
,58,1512538110,1512538278
,57,1512542735,1512542817
,58,1512542822,1512542997
,58,1512545956,1512548782
,64,1512546329,1512546434
,65,1512546448,1512546639
,64,1512548883,1512548983
,65,1512548989,1512549183
,57,1512549450,1512549526
,58,1512549534,1512549709
,65,1512550860,1512551065
,58,1512551351,1512551519
,58,1512588367,1512588540
,7,1512628314,1512628415
,8,1512628424,0
,7,1512628673,0
,8,1512629414,1512629658
,7,1512630168,0
,7,1512630437,0
,7,1512630644,0
,7,1512630920,1512631034
,7,1512631026,1512631121
,8,1512631047,1512631249
,8,1512631134,1512631338
,7,1512631833,0
,7,1512633396,1512633488
,7,1512633413,1512633502
,8,1512633426,1512633679
,8,1512633496,1512633677
,7,1512633514,1512633613
,7,1512633535,1512633714
,8,1512633536,1512633822
,8,1512633620,1512633811
,8,1512633728,1512633947
,7,1512634940,1512635040
,7,1512634945,1512635043
,8,1512635049,1512635243
,7,1512636025,1512636138
