team,village_id,week_end_date,tablet_serials_count,tablet_serials
CHIMPLE,29,2018-11-30,4,"['5A28001898', '6116002370', '6116002608', '6116002775']"
CHIMPLE,30,2018-11-30,3,"['6115000409', '6116001145', '6130000093']"
CHIMPLE,31,2018-11-30,3,"['5A28001065', '5A29001262', '6111000253']"
CHIMPLE,32,2018-11-30,4,"['6116002759', '6116002853', '6118002651', '6118003187']"
CHIMPLE,33,2018-11-30,3,"['6109001520', '6116001863', '6116002092']"
CHIMPLE,34,2018-11-30,1,['5B12003367']
CHIMPLE,36,2018-11-30,2,"['6116001168', '6118002672']"
CHIMPLE,39,2018-11-30,6,"['5A27002059', '5B13000889', '6111000585', '6115002205', '6116001926', '6116002778']"
CHIMPLE,40,2018-11-30,2,"['6111001676', '6115001277']"
CHIMPLE,41,2018-11-30,4,"['5B13001365', '6115002018', '6116002490', '6118001761']"
CHIMPLE,42,2018-11-30,2,"['5A28001941', '5C01000192']"
CHIMPLE,43,2018-11-30,5,"['5A27001885', '6111000636', '6116002136', '6118001867', '6118002078']"
CHIMPLE,44,2018-11-30,2,"['5A27001715', '5B13002326']"
CHIMPLE,45,2018-11-30,3,"['5A27000457', '6113000741', '6115001334']"
CHIMPLE,49,2018-11-30,6,"['5A27002010', '5A28002545', '5A29001291', '6111001762', '6118002977', '6129001244']"
CHIMPLE,50,2018-11-30,2,"['6114000112', '6129001876']"
CHIMPLE,51,2018-11-30,2,"['5A27000943', '6118001608']"
CHIMPLE,53,2018-11-30,2,"['5A22000971', '6118003262']"
CHIMPLE,54,2018-11-30,6,"['5B13002174', '6111000211', '6116002393', '6116002511', '6118002392', '6118002431']"
CHIMPLE,56,2018-11-30,3,"['6111000150', '6111001552', '6116001851']"
CHIMPLE,142,2018-11-30,2,"['5B20001170', '6118002477']"
