team,village_id,week_end_date,tablet_serials_count,tablet_serials
CHIMPLE,29,2019-01-04,18,"['5A23001580', '5A27000600', '5A27001390', '5A28001898', '5B20001060', '5C03000328', '6111000734', '6111001097', '6116001424', '6116001672', '6116001805', '6116002652', '6118001589', '6118001764', '6118002332', '6118003134', '6118003513', '6126000252']"
CHIMPLE,30,2019-01-04,22,"['5A22000485', '5A27001467', '5A28000952', '5A28001052', '5A28002620', '5A29001354', '5A29001382', '5B04000214', '5B20000601', '6111000711', '6111001864', '6115000404', '6116001140', '6116001338', '6116002112', '6116002304', '6118002162', '6118002407', '6118002768', '6118002989', '6118003620', '6126000735']"
CHIMPLE,31,2019-01-04,15,"['5A27000972', '5A27001307', '5A29000683', '5B04000073', '5B20001289', '5B20001950', '5B20002420', '6111002047', '6116000795', '6116000854', '6116001756', '6116001922', '6118001962', '6118002618', '6118003507']"
CHIMPLE,32,2019-01-04,10,"['5A27001652', '5A28002272', '5A29001347', '5B12002990', '5B20001321', '6115001234', '6116002195', '6118002106', '6118002689', '6118002845']"
CHIMPLE,33,2019-01-04,4,"['5A27002091', '6116001264', '6116001863', '6116002092']"
CHIMPLE,34,2019-01-04,13,"['5A27001075', '5A29000739', '5B12003367', '5B20001409', '6111001066', '6111001855', '6116001598', '6116002195', '6116002754', '6118001932', '6118002106', '6118002838', '6118003400']"
CHIMPLE,35,2019-01-04,8,"['5A27001267', '5A27001538', '5A28000335', '6116001314', '6116001671', '6116001819', '6116002807', '6129002307']"
CHIMPLE,38,2019-01-04,4,"['5B20001133', '5B20001304', '6116002314', '6118003597']"
CHIMPLE,39,2019-01-04,15,"['5A27000935', '5B04000109', '5B12002649', '5B13001533', '5B20001228', '6111000202', '6114000737', '6115001325', '6116001872', '6116002510', '6118002227', '6118002285', '6118002352', '6118002680', '6128001247']"
CHIMPLE,41,2019-01-04,22,"['5A27001416', '5A28001901', '5A29000622', '5B13002200', '5B13002231', '5B20001117', '6109000111', '6111000105', '6115000396', '6115000483', '6115001546', '6116001036', '6116001068', '6116001542', '6116002163', '6116002451', '6116002561', '6118001645', '6118001761', '6118002875', '6118003299', '6129001885']"
CHIMPLE,42,2019-01-04,27,"['5A22000679', '5A22001012', '5A27000526', '5A27001598', '5A27001991', '5A28000364', '5A29001401', '5B13002216', '5C01000192', '6111000290', '6111000647', '6112001107', '6114000004', '6115001241', '6115001829', '6116001769', '6116002079', '6116002564', '6118002318', '6118002570', '6118002611', '6118002648', '6118002741', '6118002912', '6118002950', '6118003318', '6129002158']"
CHIMPLE,44,2019-01-04,5,"['5A27001715', '5B05001797', '5B14002046', '6116002530', '6116002793']"
CHIMPLE,45,2019-01-04,11,"['5A27001262', '5A28000296', '5A28001737', '5A29000472', '5B23001012', '6113000610', '6116002653', '6118001655', '6118002232', '6118002379', '6118002623']"
CHIMPLE,47,2019-01-04,11,"['5B12004753', '5B13001119', '5B13001148', '5B13002417', '6116000852', '6116002802', '6118001601', '6118001705', '6118002231', '6118002420', '6118003131']"
CHIMPLE,49,2019-01-04,4,"['5B20001159', '6111001658', '6111001734', '6118003165']"
CHIMPLE,50,2019-01-04,3,"['5B13002447', '6116002847', '6118002995']"
CHIMPLE,51,2019-01-04,5,"['5A27001560', '6113001119', '6116001232', '6116001455', '6116001725']"
CHIMPLE,53,2019-01-04,14,"['5A27001196', '5A29000335', '5A29000606', '5B20002348', '5B23001060', '6115000377', '6115000438', '6115001467', '6116001327', '6116001553', '6118002856', '6118003232', '6118003419', '6118003610']"
CHIMPLE,54,2019-01-04,2,"['6111001793', '6116001707']"
CHIMPLE,56,2019-01-04,12,"['5A29001242', '5B13002111', '5B20001144', '5B20001977', '6111001042', '6114000085', '6116001025', '6116001139', '6116001392', '6116002602', '6116002704', '6118003258']"
CHIMPLE,142,2019-01-04,2,"['6115001384', '6129001284']"
