Child ID,Village ID,Serial #1,Serial #2,Date #2,Serial #3,Date #3,Serial #4,Date #4,Serial #5,Date #5,Serial #6,Date #6,Serial #7,Date #7,Serial #8,Date #8,Serial #9,Date #9,Serial #10,Date #10,Serial #11,Date #11,Serial #12,Date #12,Serial #13,Date #13,Serial #14,Date #14
EXTRA,31,6115001241,5A28002601,2018-07-29,6111001353,2018-10-02,5B20001289,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,31,6111001239,5B20001386,,5A27000850,2018-04-16,6129001313,2018-07-29,6111001883,2018-09-21,6111000257,2018-10-30,6111002047,2018-12-21,,,,,,,,,,,,,,
SPARE,31,6111001962,6118002479,2018-04-09,6116002137,2018-04-16,5A28002425,2018-07-29,6111000257,2018-09-21,6116002480,2018-10-29,6116000795,2018-12-21,,,,,,,,,,,,,,
BAGSZN,32,6111001953,6118001519,2018-04-09,5A27001312,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
NQWXQV,32,6116001441,6118002383,2018-07-29,5A23001515,2018-09-21,6118002845,2018-12-21,,,,,,,,,,,,,,,,,,,,
BZSGHM,32,6118002668,6116002801,2018-07-29,6118001615,2018-09-21,5A29001347,2018-12-21,,,,,,,,,,,,,,,,,,,,
FTKHUS,32,5A27002165,6111000595,2018-01-03,5B14001720,2018-07-29,6116002853,2018-09-21,6118002689,2018-12-21,5A27001907,2019-01-07,,,,,,,,,,,,,,,,
ZQZZMF,32,6118001676,5A28000329,2018-07-29,6116002346,2018-09-21,6116002500,2018-12-21,,,,,,,,,,,,,,,,,,,,
VESSCF,32,5A22001064,5B20002358,2018-07-29,6116001463,2018-09-21,6116001586,2018-12-21,,,,,,,,,,,,,,,,,,,,
UZMZAA,32,6116001623,6111000572,2018-07-29,6116002768,2018-09-21,5B14002041,2018-12-21,,,,,,,,,,,,,,,,,,,,
QSRNCR,32,6116001137,5B07003403,2018-07-29,6116002526,2018-09-21,6129001334,2018-12-21,,,,,,,,,,,,,,,,,,,,
KVRNBB,32,6116002297,5A27001822,2018-07-29,6113000656,2018-09-21,5A27001652,2018-12-21,,,,,,,,,,,,,,,,,,,,
AKVZVX,32,6115000416,5A28001233,2018-03-26,5A29000465,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
FRUQYN,32,6118003255,6118002119,2018-04-03,6116001856,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
NERGAF,32,6111001690,5B12002903,2018-07-29,6118002690,2018-09-21,5A22001062,2018-12-21,,,,,,,,,,,,,,,,,,,,
TUECXA,32,5B13002478,6118003018,2018-07-29,6118002816,2018-09-21,5A28002272,2018-12-21,,,,,,,,,,,,,,,,,,,,
BWXERZ,32,6127002557,6116001789,2018-07-29,6116002339,2018-09-21,5B20001321,2018-12-21,,,,,,,,,,,,,,,,,,,,
WQEYAQ,32,5A29000636,6130000048,2018-07-29,6118002197,2018-09-21,6116002854,2018-12-21,,,,,,,,,,,,,,,,,,,,
XNFZVB,32,5A27001248,6118002446,2018-01-22,5B13001962,2018-07-29,6127002893,2018-09-21,5A29001488,2018-12-21,,,,,,,,,,,,,,,,,,
EXTRA,32,6115000980,6111000377,2018-05-07,6129000602,2018-06-04,6118003013,2018-07-29,6116001468,2018-09-21,6116002706,2018-10-02,5B12002990,2018-12-21,,,,,,,,,,,,,,
EXTRA,32,5A27002204,6116001504,2018-07-29,6128000886,2018-09-21,6115001234,2018-12-21,,,,,,,,,,,,,,,,,,,,
SPARE,32,6111000595,6115000414,2018-07-29,6116000763,2018-09-21,5A27001907,2018-12-21,,,,,,,,,,,,,,,,,,,,
CQNVQP,33,5A27000980,5A27002234,2018-07-29,5A29001414,2018-09-21,6115001412,2018-12-21,,,,,,,,,,,,,,,,,,,,
FVWEEF,33,5B12003531,6115001020,2018-02-01,5B12002930,2018-07-26,6112001490,2018-07-29,6111001095,2018-09-21,5B20002248,2018-12-21,,,,,,,,,,,,,,,,
TFNFEE,33,5A27001696,6118002599,2018-02-01,5A27001961,2018-07-29,5B12003659,2018-09-21,6118003150,2018-12-21,,,,,,,,,,,,,,,,,,
SWHQYF,33,6116001706,,,,,,,,,,,,,,,,,,,,,,,,,,
VCASTN,33,6118002052,6116002164,2018-03-07,5A27001582,2018-07-29,6118002533,2018-09-21,6118003300,2018-12-21,,,,,,,,,,,,,,,,,,
RNTCPA,33,5A29001227,6113001425,2018-07-29,6111001784,2018-09-21,5A27001906,2018-12-21,,,,,,,,,,,,,,,,,,,,
NVCAAN,33,6118003072,5A27001666,2018-07-29,5A27002091,2018-09-21,6116001823,2018-12-21,,,,,,,,,,,,,,,,,,,,
VHSVVU,33,5B13001021,6109000647,2018-02-07,6129002178,2018-03-28,6125001116,2018-07-29,5B20002313,2018-09-21,5B12004661,2018-12-21,,,,,,,,,,,,,,,,
ZXAQWZ,33,5A28000870,6118001668,2018-07-29,5B13002366,2018-09-21,6116001923,2018-12-21,,,,,,,,,,,,,,,,,,,,
MPZZPV,33,5A28000082,6116001794,2018-07-29,6116002071,2018-09-21,6118002312,2018-12-21,,,,,,,,,,,,,,,,,,,,
NSBBGQ,33,6118003030,6116002176,2018-03-14,6129002217,2018-07-29,6116001176,2018-09-21,6116002566,2018-12-21,,,,,,,,,,,,,,,,,,
ACVTBZ,33,5A28001940,6118002048,2018-07-29,5B12003020,2018-09-21,6111002030,2018-12-21,,,,,,,,,,,,,,,,,,,,
NHXFNZ,33,5B20001069,6111001812,2018-07-29,6118001807,2018-09-21,6118002987,2018-12-21,,,,,,,,,,,,,,,,,,,,
RGZYKC,33,6116002614,5A27001660,2018-07-29,5A28002445,2018-09-21,6118002857,2018-12-21,,,,,,,,,,,,,,,,,,,,
HVZEUN,33,6118002198,6115001474,2018-01-13,5A22000758,2018-06-13,6115000500,2018-07-29,5A27001696,2018-09-21,6109000521,2018-10-16,6116002647,2018-12-21,,,,,,,,,,,,,,
MWQAMR,33,6116002613,6116001573,2018-07-29,6116001863,2018-09-21,5A22001119,2018-12-21,,,,,,,,,,,,,,,,,,,,
WVZAYX,33,6114000010,6130000192,2018-07-29,6114000213,2018-09-21,6116002815,2018-12-04,6130000073,2018-12-21,,,,,,,,,,,,,,,,,,
VSSGNH,33,5B13001018,6118003254,2018-02-07,5B20001258,2018-07-29,6116002092,2018-09-21,6116002019,2018-12-21,,,,,,,,,,,,,,,,,,
EESZGC,33,6114000124,5A27001133,2018-07-29,6109001520,2018-09-21,6116001352,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,33,6118002762,6116001071,2018-07-29,6116001264,2018-09-21,6111001752,2018-12-21,,,,,,,,,,,,,,,,,,,,
SPARE,33,6115001474,6116002164,2018-02-22,6116002176,2018-03-07,5A22000758,2018-03-28,6116001384,2018-07-29,6109001521,2018-09-21,6118002640,2018-12-21,,,,,,,,,,,,,,
XAHAYB,34,6115001605,5A28001196,2018-03-26,6127001476,2018-07-29,5A23002107,2018-09-21,6118002106,2018-12-21,,,,,,,,,,,,,,,,,,
KBCSER,34,6118002808,6113000554,2018-01-15,5A28002652,2018-07-29,6118003187,2018-09-21,5B20001409,2018-12-21,,,,,,,,,,,,,,,,,,
PZPGCS,34,6118003017,6114000737,2018-07-29,6111001607,2018-09-21,6116002754,2018-12-21,,,,,,,,,,,,,,,,,,,,
SUYHQQ,34,6118002630,6116002183,2018-02-19,6111001019,2018-07-29,6118002651,2018-09-21,6118002838,2018-12-21,,,,,,,,,,,,,,,,,,
MKGRAQ,34,6116002061,6116002061,2018-04-09,5B13001112,2018-07-29,6115001315,2018-09-21,5A29000739,2018-12-21,,,,,,,,,,,,,,,,,,
MTBERZ,34,5A28000838,6118002963,2018-03-05,5B20001199,2018-04-09,5A22000868,2018-07-29,6116001698,2018-09-21,6118001932,2018-12-21,,,,,,,,,,,,,,,,
HUKQEA,34,6130000176,6111001089,2018-07-29,5A28000222,2018-09-21,6111001066,2018-12-21,,,,,,,,,,,,,,,,,,,,
NHRFQV,34,5B04000141,5A22000905,2018-07-29,5A23002785,2018-09-21,6111001855,2018-12-21,,,,,,,,,,,,,,,,,,,,
MCXBSN,34,6118002885,5A27001762,2018-06-25,6118003314,2018-07-29,6116002759,2018-09-21,6116002195,2018-12-21,,,,,,,,,,,,,,,,,,
TVZNBH,34,5A29001415,5A27000413,2018-02-27,5A28000387,2018-04-09,5B20002283,2018-07-29,5B12003367,2018-09-21,6118003400,2018-12-21,,,,,,,,,,,,,,,,
MAFHAP,34,6116001397,6116001337,2018-01-08,5B20001398,2018-07-29,6116002629,2018-09-21,6116001598,2018-12-21,5A27001075,2019-01-07,,,,,,,,,,,,,,,,
SPARE,34,5A22000868,5A27001834,2018-07-29,5A27001485,2018-09-21,5A27001075,2018-12-21,,,,,,,,,,,,,,,,,,,,
FWZQMH,35,5A23002421,5A28001846,2018-03-05,6118002234,2018-07-29,5B20002413,2018-09-21,6116001671,2018-12-21,,,,,,,,,,,,,,,,,,
KGWXMG,35,5A27001639,,,,,,,,,,,,,,,,,,,,,,,,,,
HYHAXT,35,5A23002669,6116002573,2018-07-29,6116002427,2018-09-21,5A28000335,2018-12-21,,,,,,,,,,,,,,,,,,,,
ACFVVN,35,6118001866,5A27001630,2018-06-11,5A28000844,2018-07-29,6118003308,2018-09-21,5A27001267,2018-12-21,,,,,,,,,,,,,,,,,,
EGYHAH,35,5A28000830,6129001258,2018-07-29,5A29000649,2018-09-21,6118002457,2018-10-22,6116002807,2018-12-21,,,,,,,,,,,,,,,,,,
GVHGPA,35,6118001758,6129002082,2018-07-29,6118003160,2018-09-21,5A27000864,2018-12-21,,,,,,,,,,,,,,,,,,,,
UBMSPU,35,6116001658,,,,,,,,,,,,,,,,,,,,,,,,,,
QFUNYZ,35,6116002216,6111001496,2018-07-29,6116001078,2018-09-21,5A29000867,2018-12-04,6129002307,2018-12-21,,,,,,,,,,,,,,,,,,
EXTRA,35,6118003243,6111001892,2018-07-29,6116002869,2018-09-21,6116001819,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,35,6111001736,6116002004,2018-07-29,5A23002711,2018-09-21,6116001314,2018-12-21,,,,,,,,,,,,,,,,,,,,
SPARE,35,5A28001846,6129001151,2018-07-29,6118002457,2018-09-21,5A27001538,2018-12-21,,,,,,,,,,,,,,,,,,,,
MWEPKH,36,6116001893,5A27001975,2018-07-29,6116001939,2018-09-21,6116001527,2018-12-21,,,,,,,,,,,,,,,,,,,,
ZPVSRZ,36,6116000754,6118003354,2018-07-29,6118003036,2018-09-21,6109001476,2018-12-21,,,,,,,,,,,,,,,,,,,,
ZPHVCZ,36,6111002138,5A28002557,2018-03-20,6118003103,2018-07-29,5A22001269,2018-09-21,6116001026,2018-12-21,,,,,,,,,,,,,,,,,,
TZGNWA,36,6116001024,6114000120,2018-07-29,6116002516,2018-09-21,6111001821,2018-12-21,,,,,,,,,,,,,,,,,,,,
KPZSXA,36,6111000095,6118002217,2018-01-03,5A28002201,2018-07-29,6118002983,2018-09-21,6118002639,2018-12-21,,,,,,,,,,,,,,,,,,
AKSQZY,36,6116002744,6116002089,2018-07-29,6118001533,2018-09-21,6118002290,2018-12-21,,,,,,,,,,,,,,,,,,,,
XQGUTS,36,5A28001276,6127001229,2018-07-29,6116002533,2018-09-21,6116002152,2018-12-21,6116001818,2019-01-29,,,,,,,,,,,,,,,,,,
FTBXRS,36,6116001060,6111000058,2018-07-29,6111001840,2018-09-21,5A23001529,2018-12-21,,,,,,,,,,,,,,,,,,,,
UFCTVW,36,6116000914,6116001561,2017-12-17,5A28000346,2018-03-20,6116001564,2018-07-29,6111001910,2018-09-21,6116001479,2018-12-21,,,,,,,,,,,,,,,,
ZEVTHC,36,6118002096,5A27000788,2018-07-29,5A27001609,2018-09-21,5A21001028,2018-12-21,,,,,,,,,,,,,,,,,,,,
WPREUP,36,6116002179,6116002411,2018-07-29,6116001046,2018-09-21,6115001358,2018-12-21,5A27001778,2019-02-18,,,,,,,,,,,,,,,,,,
GCTBFV,36,5A27000221,6115001420,2018-02-19,6116001175,2018-03-27,6115002323,2018-04-04,6115001427,2018-07-09,5A28001174,2018-07-29,6118002672,2018-09-21,6113000632,2018-12-21,,,,,,,,,,,,
SNFHEN,36,5A29000674,6111000143,2018-07-29,6112001491,2018-09-21,5B20002013,2018-12-21,,,,,,,,,,,,,,,,,,,,
EAKFCE,36,5A27000778,5B20002418,2018-07-29,5A28001131,2018-09-21,6116001034,2018-12-21,,,,,,,,,,,,,,,,,,,,
EETTGF,36,6118002800,6118002535,2018-07-29,5A27000559,2018-09-21,5A27001967,2018-12-21,,,,,,,,,,,,,,,,,,,,
GTPQWG,36,6118002218,5A28001900,2018-02-05,6116002800,2018-07-29,6116002406,2018-09-21,6116001493,2018-12-21,,,,,,,,,,,,,,,,,,
TSBCKQ,36,6116001333,,,,,,,,,,,,,,,,,,,,,,,,,,
HBGFBH,36,6116002161,6116001060,2018-01-15,6115001631,2018-04-05,6116001617,2018-07-29,6116000904,2018-09-21,5B12003328,2018-12-21,,,,,,,,,,,,,,,,
EXTRA,36,6118002110,6116000870,2018-07-29,6116002541,2018-09-21,6116001168,2018-11-20,6116002577,2018-12-21,,,,,,,,,,,,,,,,,,
SPARE,36,6116001561,5B20001964,2018-07-29,6116001168,2018-09-21,6116001848,2018-12-21,,,,,,,,,,,,,,,,,,,,
VREPNN,37,6116001393,5A27000674,2018-07-29,5A28000163,2018-09-21,6116001560,2018-12-21,,,,,,,,,,,,,,,,,,,,
XHYCHU,37,5B12003379,5A29000810,2018-07-29,6116001692,2018-09-21,6116002738,2018-11-13,6111001802,2018-12-21,,,,,,,,,,,,,,,,,,
VZRVMX,37,6116002389,6118002773,2018-07-29,6116002863,2018-09-21,6109000901,2018-12-21,,,,,,,,,,,,,,,,,,,,
ZNCAFV,37,6118002649,5A23002744,2018-07-29,6111001641,2018-09-21,6115001616,2018-12-21,5A27002075,2019-01-15,,,,,,,,,,,,,,,,,,
RBKVKB,37,5A29000496,6116002182,2018-07-29,6118002973,2018-09-21,6111002116,2018-11-06,5B20001267,2018-12-21,,,,,,,,,,,,,,,,,,
EXTRA,37,5A23002751,6116001621,2018-07-29,6116001070,2018-09-21,5A27001566,2018-12-21,,,,,,,,,,,,,,,,,,,,
MRRZPB,37,6116002399,5A27000656,2018-07-29,6116001446,2018-09-21,6113001540,2018-12-21,,,,,,,,,,,,,,,,,,,,
HCEQNQ,37,6118002718,6116002654,2018-01-30,6112000222,2018-07-29,6116002614,2018-09-21,6116002543,2018-12-21,6129001232,2019-01-30,,,,,,,,,,,,,,,,
QPBMFM,37,6118002990,6116002363,2018-07-29,6116001075,2018-09-21,6116001710,2018-12-21,6111000672,2019-01-30,,,,,,,,,,,,,,,,,,
NEUYTY,37,6118002782,6111000285,2018-07-29,5A27000442,2018-09-21,6118003594,2018-12-21,,,,,,,,,,,,,,,,,,,,
TKWUNW,37,6118001978,5A27001869,2018-05-08,5B20002238,2018-07-29,6115000567,2018-09-21,6116001536,2018-12-21,,,,,,,,,,,,,,,,,,
MFRGWV,37,6118001725,6116001027,2018-07-29,6118003268,2018-09-21,5A29000538,2018-12-21,,,,,,,,,,,,,,,,,,,,
UGFMTA,37,6116001722,5A28002238,2017-12-12,5A22000458,2018-04-04,5B13002064,2018-07-29,6111001023,2018-09-21,6111001640,2018-12-21,,,,,,,,,,,,,,,,
SECVSW,37,6118002797,6116001387,2018-07-29,6111000156,2018-09-21,5A27001899,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,37,6118001671,6118002627,2018-07-29,6116002839,2018-09-21,6111002143,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,37,5B13000689,5A28002584,2018-07-29,6118003567,2018-09-21,6118002242,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,37,6115000438,5B16001020,2018-07-29,6116002788,2018-09-21,5B20001182,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,37,6118002185,6114000037,2018-06-26,6116002383,2018-07-29,6116002342,2018-09-21,5A28002440,2018-12-21,,,,,,,,,,,,,,,,,,
EXTRA,37,6118002228,6118002243,2018-07-29,5A27001537,2018-09-21,6118003534,2018-12-21,5A28002179,2019-02-18,,,,,,,,,,,,,,,,,,
SPARE,37,5A28002238,5A27001997,2018-07-29,6111002116,2018-09-21,5A27002075,2018-12-21,,,,,,,,,,,,,,,,,,,,
KGVEQA,38,5B13002402,6128000937,2018-07-29,6116001577,2018-09-21,5B20001133,2018-12-21,,,,,,,,,,,,,,,,,,,,
BZAZFY,38,6116001361,5A29001350,2018-07-29,6115001408,2018-09-21,6118003597,2018-12-21,,,,,,,,,,,,,,,,,,,,
KPAAEE,38,5A28001173,6116001370,2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,
VMHPYZ,38,5A27001699,6116002475,2018-04-11,5B20001093,2018-07-29,6118001696,2018-09-21,6116002314,2018-12-21,,,,,,,,,,,,,,,,,,
EKMSTF,38,6116001514,6116001370,2018-01-10,6111000435,2018-06-25,6129001305,2018-07-29,6118002436,2018-09-21,6114000099,2018-12-21,,,,,,,,,,,,,,,,
BCYHMX,38,6116001548,6116001048,2018-07-29,5A29000380,2018-09-21,5B20001304,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,38,6116001937,5A27000634,2018-07-29,6118002261,2018-09-21,5B12003069,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,38,6111000178,5A29000336,2018-07-29,5A23001238,2018-09-21,6116001592,2018-12-21,,,,,,,,,,,,,,,,,,,,
SPARE,38,6116001370,6116001896,2018-07-29,5A28001732,2018-09-21,5A29000445,2018-12-21,,,,,,,,,,,,,,,,,,,,
GGYGHR,39,6118002974,6118002850,2018-07-29,6116002405,2018-09-21,6128001247,2018-12-21,,,,,,,,,,,,,,,,,,,,
ATAEKG,39,5A27001504,5B20001197,2018-07-29,6111000711,2018-09-21,5B13000889,2018-11-19,5B20001228,2018-12-21,,,,,,,,,,,,,,,,,,
HSUPUS,39,5A28000076,6118002531,2018-07-29,6116001529,2018-09-21,6116002073,2018-10-08,6116001872,2018-12-21,,,,,,,,,,,,,,,,,,
UGKPFR,39,5A28001139,6116001104,2018-05-28,6129001130,2018-07-29,6111000585,2018-09-21,6118002227,2018-12-21,,,,,,,,,,,,,,,,,,
BUYZHF,39,5A27001452,6115000538,2018-07-29,5A27001566,2018-09-21,6116002778,2018-11-12,5A22000863,2018-12-21,,,,,,,,,,,,,,,,,,
BSNNYY,39,6116001008,5A22000659,2018-07-29,5A21000973,2018-09-21,6116002794,2018-10-08,6116002855,2018-12-21,,,,,,,,,,,,,,,,,,
EYUQFV,39,5B13002240,6116002278,2018-07-29,5A27002059,2018-09-21,6115001325,2018-12-21,,,,,,,,,,,,,,,,,,,,
TUVGWB,39,5B13001559,6115000458,2018-07-29,5A28001103,2018-09-21,5B13001533,2018-12-21,,,,,,,,,,,,,,,,,,,,
FFHUTQ,39,6118001594,6116002143,2018-07-29,6115000983,2018-09-21,6118003457,2018-10-01,5A27000935,2018-12-21,,,,,,,,,,,,,,,,,,
QCHVEM,39,5A27001802,6116001511,2018-07-29,5A29001347,2018-09-21,6115002205,2018-10-02,6118002631,2018-12-21,,,,,,,,,,,,,,,,,,
PEMNEG,39,6116002537,6111002012,2018-01-29,5A28002489,2018-07-29,6118002958,2018-09-21,5B04000012,2018-10-29,6116001496,2018-11-07,5B04000109,2018-12-21,,,,,,,,,,,,,,
HESSGR,39,6118001614,5A28002612,2018-07-29,6111001065,2018-09-21,6118002352,2018-12-21,5A27001898,2019-02-18,,,,,,,,,,,,,,,,,,
XQHFMM,39,6116001400,5A27001302,2018-07-29,5A22000995,2018-09-21,6116002699,2018-12-21,,,,,,,,,,,,,,,,,,,,
SRQWQC,39,6118002937,6111000808,2018-07-29,6130000141,2018-09-21,6116000755,2018-10-08,6116002510,2018-12-21,,,,,,,,,,,,,,,,,,
NKFNRF,39,5A28000885,6116000815,2018-07-29,6111001180,2018-09-21,5B12003649,2018-12-21,,,,,,,,,,,,,,,,,,,,
PGKXUK,39,6116001579,6114000463,2018-07-29,6116001926,2018-09-21,5B12002649,2018-12-21,,,,,,,,,,,,,,,,,,,,
SAUWFR,39,6116001398,6118003003,2018-07-29,5A27000909,2018-09-21,6114000737,2018-12-21,,,,,,,,,,,,,,,,,,,,
PWFAPG,39,6116000813,6118001984,2018-07-29,6116000804,2018-08-27,6111001824,2018-09-21,6116002505,2018-12-21,,,,,,,,,,,,,,,,,,
HNKZMG,39,6116001556,6128000880,2018-07-29,6118003195,2018-09-21,6111000202,2018-12-21,,,,,,,,,,,,,,,,,,,,
MEQGWN,39,5B13000932,6118003301,2018-07-29,6109001517,2018-09-21,6118002680,2018-12-21,,,,,,,,,,,,,,,,,,,,
EXTRA,39,6115001324,6111002128,2018-07-29,6115002185,2018-09-21,6111002285,2018-12-21,,,,,,,,,,,,,,,,,,,,
SPARE,39,6111002012,6116001954,2018-07-29,6116001496,2018-09-21,6116002063,2018-11-07,5B13000871,2018-12-21,,,,,,,,,,,,,,,,,,
ZFCVZR,40,6118001900,6112000049,2018-03-15,6116002042,2018-07-29,5A28000063,2018-09-21,6116001777,2018-12-21,,,,,,,,,,,,,,,,,,
QYNFMQ,40,6116001065,6118002594,2018-07-29,6118001745,2018-09-21,6116001770,2018-12-21,,,,,,,,,,,,,,,,,,,,
ZUWXMW,40,6116001447,6115001453,2018-05-29,6129000660,2018-07-29,5A28000854,2018-09-21,6115000488,2018-12-21,,,,,,,,,,,,,,,,,,
NERSGP,40,6118002695,6116002666,2018-07-29,6109001591,2018-09-21,6118002316,2018-12-21,,,,,,,,,,,,,,,,,,,,
QNMPZY,40,6118002684,6118002196,2018-04-04,6111000322,2018-07-29,6115001277,2018-09-21,6114000067,2018-12-21,6111000929,2019-01-15,,,,,,,,,,,,,,,,
PWYZSE,40,6116001392,6112000018,2018-04-11,6118001515,2018-07-29,6111001676,2018-09-21,6113000799,2018-12-21,,,,,,,,,,,,,,,,,,
VYKMCT,40,6116001136,6116000909,,6116002844,2018-06-26,6118002262,2018-07-29,6112000087,2018-09-21,5A23002589,2018-12-21,,,,,,,,,,,,,,,,
YYUKRM,40,6116000878,6118001915,2018-06-05,6114000304,2018-07-29,6118002661,2018-09-21,6116002086,2018-12-21,,,,,,,,,,,,,,,,,,
FPGHBC,40,6116001115,5A28000319,2017-12-27,5A27000883,2018-07-29,6118003164,2018-09-21,6118001574,2018-12-21,,,,,,,,,,,,,,,,,,
XTBGYW,40,6116001466,6116001454,2018-07-29,6130000027,2018-09-21,6118002670,2018-11-13,6112001270,2018-12-21,,,,,,,,,,,,,,,,,,
SSTBQQ,40,6118001946,6116002009,2018-05-29,6116001760,2018-07-29,5A27001443,2018-09-21,5A27002016,2018-12-21,,,,,,,,,,,,,,,,,,
KSZFKV,40,5A27002091,6116001902,2018-07-29,6118002658,2018-09-21,5A29001442,2018-12-21,,,,,,,,,,,,,,,,,,,,
CYXXZA,40,6118002706,6111000262,2018-07-29,5A27002120,2018-09-21,6116002589,2018-12-21,,,,,,,,,,,,,,,,,,,,
SAUUCH,40,5A29000641,6118002909,2018-07-29,5A27000805,2018-09-21,6116001211,2018-12-21,,,,,,,,,,,,,,,,,,,,
UWKFHW,40,6118001765,6118002179,2018-03-20,6118002852,2018-06-19,5A28002358,2018-07-29,6115001388,2018-09-21,6116001439,2018-12-21,,,,,,,,,,,,,,,,
KPVMQC,40,6116002634,5A27001902,2018-07-29,6116001489,2018-09-21,6116001343,2018-12-21,,,,,,,,,,,,,,,,,,,,
SPARE,40,5A28000319,6112000049,2018-02-27,6118002179,2018-03-15,6116002009,2018-03-27,5B13002468,2018-07-29,6109000134,2018-09-21,5B13001188,2018-12-21,,,,,,,,,,,,,,
YAYMWE,41,6116001677,6118002474,2018-02-12,6118002555,2018-07-29,6113001057,2018-09-21,6111000577,,5A27001416,2018-12-21,,,,,,,,,,,,,,,,
UUWBZC,41,6118002423,6118002574,2018-07-29,5A28000370,2018-09-21,6116002747,,6129001885,2018-12-21,,,,,,,,,,,,,,,,,,
YEWSKM,41,5A28001892,6118002738,2018-07-29,6116001453,2018-09-21,6116000825,,6116001068,2018-12-21,,,,,,,,,,,,,,,,,,
TWPAVR,41,6115002258,6111000012,2018-07-29,6113000230,2018-09-21,6115000842,,6115000483,2018-12-21,,,,,,,,,,,,,,,,,,
TSETRM,41,5A27001773,6111001913,2018-07-29,6116001026,2018-09-21,6118001643,,6116002605,2018-11-19,6118001645,2018-12-21,6116002477,2019-01-14,,,,,,,,,,,,,,
XGFCKT,41,6116002091,6111000430,2018-07-29,6118002441,2018-09-21,6116002400,,6115001546,2018-12-21,,,,,,,,,,,,,,,,,,
YSZENB,41,6118002889,6111002168,2018-05-28,5A27000783,2018-07-29,6115002461,2018-09-21,5A28000298,,6116001036,2018-12-21,,,,,,,,,,,,,,,,
VCGUHU,41,5A27002152,6113001946,2018-07-29,6116002479,2018-09-21,6112002091,,6115000396,2018-12-21,5B20001235,2019-01-14,,,,,,,,,,,,,,,,
AXBGNE,41,6116002486,6118002273,2018-07-29,6111001392,2018-09-21,5B13001365,,6116001542,2018-12-21,5B12002960,2019-01-14,,,,,,,,,,,,,,,,
YGZSCF,41,6118002567,6116000975,2018-07-29,6111001615,2018-09-21,6116000833,,5B13002231,2018-12-21,6118002986,2019-01-14,,,,,,,,,,,,,,,,
RBAVWR,41,6116001711,5A29000337,2018-04-09,5A29001498,2018-07-29,6111001817,2018-09-21,5A27002039,,6116002163,2018-12-21,,,,,,,,,,,,,,,,
NEUKEW,41,5A27000654,5B12002580,2018-07-29,6111001648,2018-09-21,6115002018,,6118003299,2018-12-21,,,,,,,,,,,,,,,,,,
NQMKUK,41,6118002334,6113001059,2018-07-29,6116002272,2018-09-21,6116002490,,5B13001164,2018-12-21,,,,,,,,,,,,,,,,,,
CNETXE,41,6116000999,5B20002309,2018-07-29,5A29001403,2018-09-21,6118001761,,5A28001901,2018-12-21,,,,,,,,,,,,,,,,,,
FMWSUC,41,5A27002112,6118002253,2018-04-03,6116001217,2018-07-29,6115000488,2018-09-21,6116000776,,5B20001117,2018-12-21,6114000059,2019-01-14,,,,,,,,,,,,,,
ACCMXA,41,5A27001951,6116002658,2018-07-29,5A27000022,2018-09-21,6116002625,,5B12003105,2018-12-21,,,,,,,,,,,,,,,,,,
QVYXUH,41,5A28001923,6118002720,2018-07-29,6118003535,2018-09-21,6116001652,,6118002875,2018-12-21,5A28000329,2019-01-14,,,,,,,,,,,,,,,,
KFYABX,41,6116001475,6129002158,2018-07-29,5B20002421,2018-09-21,6116002571,,5B13002200,2018-12-21,5B28001033,2019-01-14,,,,,,,,,,,,,,,,
UQSUCZ,41,6116001643,6111000168,2018-07-29,6118003568,2018-09-21,6109000111,,6111000105,2018-12-21,6111002095,2019-01-14,,,,,,,,,,,,,,,,
FXSCEY,41,6116001366,6116001001,2018-07-29,5A23002623,2018-09-21,6111001869,,5A29000622,2018-12-21,,,,,,,,,,,,,,,,,,
EXTRA,41,6115001460,6116001039,2018-07-29,6118002666,2018-09-21,6118001796,,6116002561,2018-12-21,6116002189,2019-01-14,,,,,,,,,,,,,,,,
EXTRA,41,5A29000723,6118003191,2018-07-29,5A29000831,2018-09-21,6111002076,,6118003077,2018-12-21,,,,,,,,,,,,,,,,,,
SPARE,41,6118002474,6116002194,2018-07-29,6113001685,2018-09-21,,,6116002455,,6116002451,2018-12-21,,,,,,,,,,,,,,,,
MERQWW,42,6118003209,6118002969,2018-07-29,6111001911,2018-09-21,6115001241,2018-12-21,,,,,,,,,,,,,,,,,,,,
TURZCT,42,6118003074,5B12002892,2018-07-29,6118001915,2018-09-21,6118002648,2018-12-21,,,,,,,,,,,,,,,,,,,,
