team,village_id,week_end_date,tablet_serials_count,tablet_serials
CCI,1,2018-08-10,5,"['5A23001138', '6114000132', '6116001636', '6118003188', '6118003318']"
CCI,2,2018-08-10,11,"['5A27000451', '5B12002783', '5C03001499', '6115001185', '6116001033', '6116001058', '6116001281', '6116001494', '6118002340', '6129001982', '6130000104']"
CCI,3,2018-08-10,14,"['5A27001608', '5B20000510', '5B20002022', '6111001044', '6115001184', '6116001534', '6116001628', '6116001728', '6118001603', '6118002223', '6118002634', '6118003327', '6128000853', '6129000520']"
CCI,4,2018-08-10,4,"['5A27002042', '5B20001988', '6111001031', '6115001096']"
CCI,5,2018-08-10,3,"['5A29000537', '6111000632', '6111001721']"
CCI,6,2018-08-10,12,"['5A29001404', '5B13001290', '6111001664', '6111001915', '6114000169', '6115002433', '6116001532', '6116001670', '6118002294', '6118002873', '6118002991', '6118003604']"
CCI,7,2018-08-10,15,"['5A27001965', '5A27002046', '5A27002112', '5A28000951', '5A28002462', '5B20001195', '6111000162', '6111000994', '6111001402', '6116001135', '6118002359', '6118002442', '6118002926', '6118003224', '6118003345']"
CCI,8,2018-08-10,1,['6116001730']
CCI,10,2018-08-10,3,"['5A27001994', '6116001184', '6118002694']"
CCI,11,2018-08-10,5,"['5A29000603', '6111001678', '6116000929', '6116001817', '6130000133']"
CCI,12,2018-08-10,1,['6130000081']
CCI,13,2018-08-10,10,"['5A27000666', '5A28000816', '5A29001355', '5B04000066', '5B13001202', '6111001361', '6116000977', '6116001266', '6118002282', '6129001946']"
CCI,14,2018-08-10,14,"['5A23002523', '5A27001520', '5A27002025', '5A28000367', '5B20000842', '5B20001393', '6115001509', '6116000808', '6116001620', '6116002302', '6116002555', '6118001669', '6118002481', '6118002737']"
CCI,15,2018-08-10,6,"['5A28000828', '6111000637', '6111001700', '6116001087', '6118002662', '6118003276']"
CCI,16,2018-08-10,2,"['6116002324', '6116002539']"
CCI,17,2018-08-10,6,"['5B04000012', '6114000384', '6116002234', '6116002387', '6118002336', '6129002208']"
CCI,18,2018-08-10,9,"['5A27001510', '5A27001827', '6111001325', '6111002129', '6115000570', '6115001120', '6118003171', '6129001155', '6129001448']"
CCI,19,2018-08-10,5,"['6111000135', '6116001119', '6116001390', '6116001501', '6116001871']"
CCI,20,2018-08-10,7,"['5A23001664', '5A23002376', '5A28001180', '6111001589', '6111001890', '6116001389', '6129001193']"
CCI,21,2018-08-10,14,"['5A27001969', '5A29000819', '6111000176', '6111000346', '6111001345', '6111001756', '6115001213', '6115002313', '6116001627', '6116001684', '6116002044', '6118002611', '6129001215', '6130000069']"
CCI,23,2018-08-10,5,"['5A27001959', '6114000873', '6115002385', '6116001572', '6118002346']"
CCI,24,2018-08-10,4,"['6115002251', '6116001432', '6116002090', '6116002191']"
CCI,25,2018-08-10,6,"['5B12003021', '6112001127', '6113000458', '6116001565', '6116001595', '6116001946']"
CCI,26,2018-08-10,3,"['5A27001289', '5B20001241', '6118003597']"
CCI,28,2018-08-10,4,"['5A23001236', '5A29000569', '5A29001461', '6114000029']"
