tablet_serial,storybook_id,start_time,end_time
5A21000494,116,946722083,
5A21000494,202,946722098,
5A21000494,a,946722117,
5A21000494,a,947241480,
5A21000494,403,947241521,
5A21000494,402,947241619,
5A21000494,402,947241713,
5A21000494,401,947241802,
5A21000494,406,947241902,
5A21000494,108,947241998,
5A21000494,109,947242033,
5A21000494,107,947324703,
5A21000494,207,947324709,
5A21000494,201,947324715,
5A21000494,107,947324721,
5A21000494,107,947324760,
5A21000494,115,947324809,
5A21001111,505,947221161,
5A21001111,907,947221331,
5A21001111,502,947221351,
5A21001111,502,947221375,
5A21001111,504,947221494,
5A21001111,401,947221638,
5A21001111,101,947221652,
5A21001111,102,947221737,
5A21001111,103,947301670,
5A21001111,104,947301703,
5A21001111,105,947301762,
5A21001111,111,947301803,
5A21001111,110,947301841,
5A21001111,d,947302358,
5A21001111,207,947624230,
5A21001111,206,947624258,
5A21001111,207,947624320,
5A21001111,g,947624325,
5A22000082,103,947436707,
5A22000082,905,947562776,
5A22000082,906,947563028,
5A22000082,503,947563243,
5A22000082,a,947617714,
5A22000082,207,947623956,
5A22000407,902,1484921436,
5A22000407,103,1484924404,
5A22000407,307,1484924454,
5A22000407,506,1484924536,
5A22000407,506,1484924582,
5A22000407,207,1484924633,
5A22000407,905,1484924671,
5A22000407,503,1484924697,
5A22000407,306,1484924785,
5A22000407,a,1484924865,
5A22000407,505,1484924904,
5A22000407,502,1484930622,
5A22000407,307,1484930645,
5A22000407,305,1484930660,
5A22000407,501,1484930669,
5A22000407,302,1484930682,
5A22000407,905,1484930704,
5A22000407,901,1484930725,
5A22000407,901,1484930755,
5A22000407,504,1484930769,
5A22000407,305,1484930806,
5A22000407,506,1484930815,
5A22000407,305,1484930879,
5A22000407,ch,1484931324,
5A22000407,103,1484931332,
5A22000407,102,1484931365,
5A22000407,101,1484931393,
5A22000407,106,1484931462,
5A22000407,207,1484931486,
5A22000407,101,1484931546,
5A22000407,203,1484931558,
5A22000407,201,1484931610,
5A22000407,204,1484931649,
5A22000407,106,1484932757,
5A22000407,402,1484933052,
5A22000407,208,1485088203,
5A22000407,909,1485088284,
5A22000407,406,1485088386,
5A22000407,203,1485088492,
5A22000407,207,1485089325,
5A22000407,302,1485089382,
5A22000407,303,1485089448,
5A22000407,303,1485089493,
5A22000407,303,1485089506,
5A22000407,204,1485089593,
5A22000407,402,1485089641,
5A22000407,501,1485089782,
5A22000407,203,1485090040,
5A22000407,403,1485090094,
5A22000407,406,1485090258,
5A22000407,406,1485090272,
5A22000407,905,1485090282,
5A22000407,308,1485090300,
5A22000407,502,1485090375,
5A22000407,901,1485090550,
5A22000407,909,1485090553,
5A22000407,109,1485161583,
5A22000407,406,1485163078,
5A22000407,404,1485163089,
5A22000407,108,1485163152,
5A22000407,206,1485163198,
5A22000407,301,1485163287,
5A22000407,202,1485163341,
5A22000407,406,1485163384,
5A22000407,402,1485163438,
5A22000407,307,1485163617,
5A22000407,407,1485163658,
5A22000407,107,1485167881,
5A22000407,104,1485168502,
5A22000407,b,1485168516,
5A22000407,a,1485169896,
5A22000407,106,1485169938,
5A22000407,203,1485169994,
5A22000407,402,1485170038,
5A22000407,406,1485170083,
5A22000407,307,1485170155,
5A22000407,204,1485171357,
5A22000407,103,1485171419,
5A22000407,201,1485171486,
5A22000407,102,1485171494,
5A22000407,302,1485173109,
5A22000407,304,1485173165,
5A22000407,207,1485240151,
5A22000407,e,1485263697,
5A22000407,101,1485263725,
5A22000407,d,1485263763,
5A22000407,a,1485263772,
5A22000407,107,1485270930,
5A22000407,104,1485270982,
5A22000407,206,1485271068,
5A22000407,105,1485271169,
5A22000407,202,1485271214,
5A22000407,106,1485271266,
5A22000407,108,1485271337,
5A22000407,402,1485327898,
5A22000407,204,1485328013,
5A22000407,202,1485328058,
5A22000407,404,1485328093,
5A22000407,105,1485330854,
5A22000407,402,1485330875,
5A22000407,910,1485330887,
5A22000407,506,1485330911,
5A22000407,103,1485331290,
5A22000407,105,1485331540,
5A22000407,105,1485331541,
5A22000407,113,1485333784,
5A22000407,f,1485333835,
5A22000407,114,1485333862,
5A22000407,116,1485333901,
5A22000407,209,1485333962,
5A22000407,206,1485334010,
5A22000407,211,1485334086,
5A22000407,205,1485334151,
5A22000407,112,1485334171,
5A22000407,116,1485334208,
5A22000407,903,1485334320,
5A22000407,406,1485334333,
5A22000407,402,1485334357,
5A22000407,501,1485334511,
5A22000407,402,1485334819,
5A22000407,406,1485334983,
5A22000407,302,1485335075,
5A22000407,501,1485335142,
5A22000407,105,1485341666,
5A22000407,104,1485341677,
5A22000407,a,1485341686,
5A22000407,a,1485341694,
5A22000407,b,1485341731,
5A22000407,104,1485341758,
5A22000407,ch,1485341765,
5A22000407,d,1485341840,
5A22000407,109,1485342147,
5A22000407,108,1485342179,
5A22000407,105,1485342230,
5A22000407,ch,1485342302,
5A22000407,206,1485342351,
5A22000407,104,1485342434,
5A22000407,203,1485342434,
5A22000407,903,1485345192,
5A22000407,306,1485345245,
5A22000407,505,1485345322,
5A22000446,204,946785586,
5A22000446,t,946785605,
5A22000446,115,946785629,
5A22000446,ch,946893636,
5A22000446,106,946905301,
5A22000446,106,1194320528,
5A22000446,204,1194320592,
5A22000446,303,1194320630,
5A22000446,101,1194320673,
5A22000446,305,1194320709,
5A22000446,106,1194320850,
5A22000446,206,1194320907,
5A22000446,902,1194321230,
5A22000446,304,1194321257,
5A22000446,402,1194321295,
5A22000446,502,1194321305,
5A22000446,502,1194321341,
5A22000786,g,954059701,
5A22000786,d,954059857,
5A22000786,e,954059970,
5A22000786,i,954060882,
5A22000786,n,954061815,
5A22000786,r,954061899,
5A22000786,209,954061974,
5A22000786,u,954062576,
5A22000786,110,954063165,
5A22000786,304,954383135,
5A22000786,104,954383186,
5A22000786,303,954383233,
5A22000786,206,954523166,
5A22000786,g,954523264,
5A22000786,107,954523454,
5A22000786,504,954576475,
5A22000786,407,955000791,
5A22000786,903,955127259,
5A22000786,304,955127298,
5A22000786,b,955228672,
5A22000786,107,955228677,
5A22001062,j,1522001835,
5A22001062,305,1522056489,
5A22001062,406,1522056558,
5A22001062,504,1522056658,
5A22001062,dh,1522083423,
5A22001062,117,1522083474,
5A22001062,506,1522321454,
5A22001062,503,1522321840,
5A22001062,506,1522340979,
5A22001062,505,1522341312,
5A22001062,502,1522341437,
5A22001062,502,1522341613,
5A22001065,113,948512315,
5A22001065,110,948512343,
5A22001065,112,948512399,
5A22001065,112,948512457,
5A22001065,112,948512474,
5A22001065,206,948512487,
5A22001065,211,948512579,
5A22001065,109,948512653,
5A22001065,108,948512734,
5A22001065,108,948512776,
5A22001065,101,948512815,
5A22001065,406,948512879,
5A22001065,406,948512933,
5A22001065,402,948512982,
5A22001065,402,948513199,
5A22001065,e,948753748,
5A22001065,104,949023917,
5A22001065,102,949093875,
5A22001065,104,949279491,
5A22001065,204,949279518,
5A22001065,303,949279530,
5A22001065,406,949279537,
5A22001065,305,949279545,
5A22001065,105,949279657,
5A22001065,107,949279718,
5A22001065,112,949279756,
5A22001065,402,949279780,
5A22001065,501,949279823,
5A22001065,502,949279833,
5A22001065,504,949279840,
5A22001065,502,949279848,
5A22001065,118,949280864,
5A22001065,117,949280868,
5A22001065,501,949281172,
5A22001065,906,949281295,
5A22001065,311,949281332,
5A22001065,106,949281340,
5A22001065,211,949281771,
5A22001065,402,949281875,
5A22001065,406,949281886,
5A22001065,103,949282066,
5A22001065,206,949283147,
5A22001065,907,949283213,
5A22001065,103,949284240,
5A22001065,103,949284248,
5A22001065,101,949284254,
5A22001065,102,949284266,
