tablet_serial,storybook_id,start_time,end_time
5A21001111,204,946761435,
5A21001111,201,946761521,
5A21001111,303,946761560,
5A21001111,302,946761632,
5A21001111,404,946761702,
5A21001111,301,946761858,
5A21001111,906,946761917,
5A21001111,309,946761938,
5A21001111,503,946762167,
5A21001111,504,946762380,
5A21001111,505,946762500,
5A21001111,506,946762637,
5A21001111,106,946765123,
5A21001111,104,946765189,
5A21001111,305,946765202,
5A21001111,503,946765235,
5A21001111,504,946765369,
5A21001111,505,946765491,
5A21001111,506,946765613,
5A21001111,210,946765858,
5A21001111,211,946765880,
5A21001111,206,946765897,
5A21001111,207,946765980,
5A21001111,209,946765992,
5A21001111,501,946766061,
5A21001111,502,946766246,
5A21001111,404,946766441,
5A21001111,407,946766564,
5A21001111,308,946766612,
5A21001111,102,946766681,
5A21001111,116,946766722,
5A21001111,117,946766740,
5A21001111,401,946766823,
5A21001111,402,946766893,
5A21001111,108,946771701,
5A21001111,208,946771736,
5A21001111,109,946771768,
5A21001111,109,946771777,
5A21001111,109,946771787,
5A21001111,902,946771830,
5A21001111,310,946771896,
5A21001111,310,946771931,
5A21001111,116,946772060,
5A21001111,116,946772676,
5A21001111,116,946772695,
5A21001111,115,946772785,
5A21001111,111,946772811,
5A21001111,111,946772820,
5A21001111,112,946772886,
5A21001111,a,946772979,
5A21001111,111,946773058,
5A21001111,106,946774561,
5A21001111,206,946774724,
5A21001111,203,946774942,
5A21001111,201,946775343,
5A21001111,503,946778787,
5A21001111,504,946778989,
5A21001111,204,946779009,
5A21001111,110,946779098,
5A21001111,112,946779174,
5A21001111,113,946779249,
5A21001111,307,946779341,
5A21001111,303,946779354,
5A21001111,301,946779441,
5A21001111,407,946779520,
5A21001111,506,946779562,
5A21001111,913,946779606,
5A21001111,305,946779621,
5A21001111,306,946779693,
5A21001111,918,946779762,
5A21001111,205,946779801,
5A21001111,105,946779842,
5A21001111,302,946779866,
5A21001111,406,946779922,
5A21001111,406,946779936,
5A21001111,904,946780058,
5A21001111,403,946780145,
5A21001111,b,946780653,
5A21001111,d,946780672,
5A21001111,d,946780803,
5A21001111,e,946780813,
5A21001111,f,946780846,
5A21001111,g,946780914,
5A21001111,h,946780927,
5A21001111,i,946780963,
5A21001111,j,946781029,
5A21001111,k,946781069,
5A21001111,l,946781098,
5A21001111,m,946781134,
5A21001111,n,946781192,
5A21001111,o,946781219,
5A21001111,p,946781263,
5A21001111,r,946781333,
5A21001111,s,946781407,
5A21001111,t,946781465,
5A21001111,u,946781510,
5A21001111,v,946781546,
5A21001111,w,946781577,
5A21001111,y,946781616,
5A21001111,z,946781653,
5A21001111,sh,946781697,
5A21001111,ng1,946781743,
5A21001111,ng1,946781757,
5A21001111,ng,946781782,
5A21001111,th,946781817,
5A21001111,gh,946781865,
5A21001111,dh,946781960,
5A21001111,a,946781999,
5A21001111,ch,946782015,
