tablet_serial,storybook_id,start_time,end_time
5A21000494,z,1519670764,
5A21000494,y,1519670787,
5A21000494,ny,1519670814,
5A21000494,ng,1519670839,
5A21000494,v,1519670878,
5A21000494,u,1519670901,
5A21000494,t,1519670927,
5A21000494,s,1519670952,
5A21000494,r,1519670975,
5A21000494,p,1519671000,
5A21000494,o,1519671027,
5A21000494,n,1519671051,
5A21000494,m,1519671075,
5A21000494,l,1519671099,
5A21000494,k,1519671145,
5A21000494,j,1519671174,
5A21000494,i,1519671199,
5A21000494,i,1519671222,
5A21000494,h,1519671227,
5A21000494,g,1519671257,
5A21000494,f,1519671289,
5A21000494,g,1519671312,
5A21000494,e,1519671320,
5A21000494,d,1519671342,
5A21000494,ch,1519671369,
5A21000494,d,1519671393,
5A21000494,b,1519671402,
5A21000494,a,1519671430,
5A21000494,104,1519671525,
5A21000494,a,1519671954,
5A21000494,105,1519672548,
5A21000494,113,1519672564,
5A21000494,103,1519672740,
5A21000494,118,1519672798,
5A21000494,a,1519748963,
5A21000494,103,1519843021,
5A21000494,105,1519843070,
5A21000494,117,1519843132,
5A21000494,403,1519843194,
5A21000494,303,1519843341,
5A21000494,302,1519843433,
5A21000494,a,1519928381,
5A21000494,104,1519928546,
5A21000494,506,1520010491,
5A21000494,206,1520010497,
5A21000494,208,1520010566,
5A21000494,102,1520010608,
5A21000494,a,1520057069,
5A21000494,b,1520057102,
5A21000494,ch,1520057125,
5A21000494,a,1520145076,
5A21000494,d,1520153413,
5A21000494,a,1520176602,
5A21000494,a,1520176609,
5A21000494,a,1520181621,
5A21000494,406,1520186819,
5A21000494,404,1520186903,
5A21000494,905,1520187010,
5A21000494,403,1520187055,
5A21000494,305,1520187076,
5A21000494,301,1520187098,
5A21000494,a,1520188925,
5A22000440,903,947429223,
5A22000440,403,947429238,
5A22000440,106,947599459,
5A22000440,407,947647137,
5A22000440,404,947647181,
5A22000786,109,952411013,
5A22000786,110,952411058,
5A22000786,111,952411134,
5A22000786,203,952411270,
5A22000786,109,952502049,
5A22000786,205,952502121,
5A22000786,a,952502210,
5A22000786,b,952502416,
5A22000786,ch,952502451,
5A22000786,d,952502537,
5A22000786,e,952502612,
5A22000786,f,952502647,
5A22000786,g,952502749,
5A22000786,h,952502789,
5A22000786,i,952502837,
5A22000786,i,952502878,
5A22000786,m,952502911,
5A22000786,117,952502943,
5A22000786,n,952502949,
5A22000786,o,952503016,
5A22000786,p,952503059,
5A22000786,r,952503098,
5A22000786,s,952503166,
5A22000786,t,952503196,
5A22000786,u,952503237,
5A22000786,v,952503317,
5A22000786,y,952503373,
5A22000786,113,952503380,
5A22000786,406,952503442,
5A22000957,302,946786477,
5A22000957,407,946786516,
5A22000957,306,946786631,
5A22000957,310,946786697,
5A22000957,306,946786758,
5A22000957,206,946786765,
5A22000957,211,946786840,
5A22000957,401,946786908,
5A22000957,914,946786994,
5A22000957,918,946787051,
5A22000957,923,946787085,
5A22000957,921,946787113,
5A22000957,919,946787249,
5A22000957,920,946787290,
5A22000957,402,946787311,
5A22000957,901,946866236,
5A22000957,902,946866245,
5A22000957,903,946866256,
5A22000957,904,946866267,
5A22000957,905,946866277,
