tablet_serial,storybook_id,start_time,end_time
5A21001111,504,946826483,
5A22000440,204,1517253476,
5A22000440,207,1517596172,
5A22000957,404,946858477,
5A23001417,206,949003321,
5A23001417,203,949003480,
5A23001417,202,949003555,
5A23001417,211,949003629,
5A23001417,502,949003676,
5A23001417,502,949003785,
5A23001417,506,949003870,
5A23001417,506,949003882,
5A23001417,501,949003969,
5A23001417,501,949004185,
5A23001417,407,949004194,
5A23001417,g,949172453,
5A23001417,209,949188018,
5A23001417,503,949188074,
5A23001417,a,949190892,
5A23001417,dh,949190916,
5A23001417,112,949190939,
5A23001417,211,949191034,
5A23001417,307,949191055,
5A23001417,301,949191066,
5A23001417,a,949210531,
5A23001417,401,949270599,
5A23001417,402,949270634,
5A23001417,407,949270759,
5A23001417,406,949270789,
5A23001417,501,949270849,
5A23001417,915,949270867,
5A23001417,921,949270891,
5A23001417,923,949270960,
5A23001417,918,949271002,
5A23001417,917,949271072,
5A23001417,306,949271334,
5A23001417,917,949271350,
5A23001417,917,949271368,
5A23001417,917,949271377,
5A23001417,307,949271413,
5A23001417,916,949271424,
5A23001417,916,949271437,
5A23001417,505,949271482,
5A23001417,905,949271644,
5A23001417,506,949271693,
5A23001417,902,949271703,
5A23001417,901,949271828,
5A23001417,101,949272035,
5A23001417,102,949272084,
5A23001417,104,949272115,
5A23001417,206,949272122,
5A23001417,211,949272234,
5A23001417,307,949272234,
5A23001417,303,949272292,
5A23001417,502,949272308,
5A23001417,209,949272490,
5A23001417,112,949343717,
5A23001417,501,949343782,
5A23001417,506,949343881,
5A23001417,505,949343966,
5A23001417,504,949343974,
5A23001417,211,949344007,
5A23001417,309,949344173,
5A23001417,210,949344269,
5A23001417,502,949344308,
5A23001417,502,949344341,
5A23001417,502,949344350,
5A23001417,406,949344462,
5A23001417,910,949344589,
5A23001417,909,949344607,
5A23001417,912,949344650,
5A23001417,202,949348310,
5A23001417,105,949349943,
5A23001417,105,949349944,
5A23001417,106,949349953,
5A23001417,211,949359440,
5A23001417,301,949366011,
5A23001417,920,949366029,
5A23001417,f,949446716,
5A23001417,f,949446734,
5A23001417,g,949446748,
5A23001417,h,949446778,
5A23001417,117,949446820,
5A23001417,i,949446832,
5A23001417,k,949446860,
5A23001417,j,949446879,
5A23001417,k,949446909,
5A23001417,105,949446981,
