tablet_serial,storybook_id,start_time,end_time
5A21001111,106,947907520,
5A21001111,306,947907588,
5A21001111,205,947907655,
5A21001111,203,947907696,
5A21001111,202,947907753,
5A21001111,204,947907786,
5A21001111,910,947907846,
5A22000407,103,1485415906,
5A22000407,106,1485415938,
5A22000407,107,1485415987,
5A22000407,402,1485416023,
5A22000407,401,1485416150,
5A22000407,306,1485416274,
5A22000407,910,1485416341,
5A22000407,202,1485416358,
5A22000407,e,1485416371,
5A22000407,ch,1485416398,
5A22000407,106,1485416420,
5A22000407,f,1485416428,
5A22000407,d,1485416455,
5A22000407,202,1485416485,
5A22000407,206,1485416529,
5A22000407,305,1485416588,
5A22000407,109,1485418541,
5A22000407,e,1485418554,
5A22000407,ch,1485418564,
5A22000407,g,1485418586,
5A22000407,b,1485419469,
5A22000407,b,1485419477,
5A22000407,d,1485419502,
5A22000407,106,1485419529,
5A22000407,402,1485419542,
5A22000407,302,1485419640,
5A22000407,304,1485419677,
5A22000407,506,1485419721,
5A22000407,505,1485419976,
5A22000407,503,1485420107,
5A22000407,106,1485423300,
5A22000407,g,1485423306,
5A22000407,107,1485424189,
5A22000407,102,1485424227,
5A22000407,103,1485424313,
5A22000407,103,1485424328,
5A22000407,301,1485424361,
5A22000407,501,1485424369,
5A22000407,406,1485424560,
5A22000407,104,1485424583,
5A22000407,205,1485424732,
5A22000407,406,1485424780,
5A22000407,406,1485424790,
5A22000407,104,1485427223,
5A22000407,b,1485427230,
5A22000407,b,1485427299,
5A22000407,g,1485432059,
5A22000407,207,1485432071,
5A22000407,202,1485432082,
5A22000407,201,1485433960,
5A22000407,204,1485433960,
5A22000407,204,1485434001,
5A22000407,504,1485452803,
5A22000407,104,1485453168,
5A22000407,203,1485453183,
5A22000407,108,1485453936,
5A22000407,208,1485453980,
5A22000407,204,1485454043,
5A22000407,503,1485454086,
5A22000407,503,1485454205,
5A22000407,306,1485492947,
5A22000407,402,1485493042,
5A22000407,906,1485493088,
5A22000407,106,1485493105,
5A22000407,310,1485493174,
5A22000407,209,1485493249,
5A22000407,311,1485493309,
5A22000407,310,1485493365,
5A22000407,204,1485493450,
5A22000407,206,1485493501,
5A22000407,202,1485493581,
5A22000407,308,1485493630,
5A22000407,107,1485493704,
5A22000407,109,1485493757,
5A22000407,309,1485493808,
5A22000407,207,1485493923,
5A22000407,106,1485494021,
5A22000407,ng1,1485494031,
5A22000407,th,1485494072,
5A22000407,203,1485494121,
5A22000407,th,1485494220,
5A22000407,dh,1485494229,
5A22000407,ny,1485494268,
5A22000407,gh,1485494301,
5A22000407,202,1485499547,
5A22000407,202,1485499579,
5A22000407,903,1485676623,
5A22000407,501,1485676648,
5A22000407,406,1485676660,
5A22000407,402,1485676748,
5A22000407,403,1485676876,
5A22000407,306,1485676994,
5A22000407,902,1485677002,
5A22000407,311,1485677013,
5A22000407,310,1485677033,
5A22000407,909,1485677046,
5A22000407,506,1485677058,
