id,title,comprehension_questions,asset_path
3405,beautifulkite,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-beautifulkite/
3406,favouritefriend,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-favouritefriend/
3415,favouritefriend,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-favouritefriend/
3420,sammyssmile,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-sammyssmile/
3430,whereisgogo,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-whereisgogo/
3440,littlebird,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-littlebird/
3453,beautifulkite,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-beautifulkite/
3465,sammyssmile,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-sammyssmile/
3466,amazingdaisy,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-amazingdaisy/
3477,amazingdaisy,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-amazingdaisy/
3480,foxyjoxyplaysatrick,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-foxyjoxyplaysatrick/
3481,penguinshome,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-penguinshome/
3492,penguinshome,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-penguinshome/
3495,sniffle,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-sniffle/
3496,housemouse,False,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-reading/books/xr-housemouse/
