team,village_id,week_end_date,tablet_serials_count,tablet_serials
ONEBILLION,86,2018-12-14,4,"['5A22000897', '6111002104', '6115001453', '6116001996']"
ONEBILLION,87,2018-12-14,4,"['5A27001749', '6115000561', '6115002258', '6116002679']"
ONEBILLION,88,2018-12-14,15,"['5A27000654', '5A27001619', '5B12002863', '5B12003394', '5B13000670', '6111000435', '6112001211', '6115001201', '6116001161', '6116001185', '6116001686', '6116001759', '6116002154', '6118002002', '6118003072']"
ONEBILLION,89,2018-12-14,11,"['5A28000417', '5B20001069', '5B20001374', '5B20002190', '6109000149', '6111000123', '6116001612', '6116001786', '6116001822', '6116002265', '6128000842']"
ONEBILLION,90,2018-12-14,16,"['5A22001064', '5A27000478', '5A27000980', '5A28001979', '5B05001882', '5B20001405', '5B20002255', '6111002172', '6112001272', '6115000481', '6116001129', '6116001579', '6116002135', '6118001671', '6118003014', '6129000366']"
ONEBILLION,91,2018-12-14,8,"['5A27002152', '6111000164', '6111000377', '6111001073', '6115000807', '6116000842', '6116001321', '6118003243']"
ONEBILLION,92,2018-12-14,3,"['5A27001545', '6118002588', '6126000507']"
ONEBILLION,93,2018-12-14,12,"['5A27000657', '5A27001643', '5B12003379', '5B13001544', '6111000178', '6115000384', '6116001178', '6116001604', '6116001658', '6116002806', '6127001519', '6129001498']"
ONEBILLION,95,2018-12-14,14,"['5A22000684', '5A27000558', '5A27001452', '5A28000114', '5B13001015', '6111001901', '6113000738', '6113001037', '6116001061', '6116001460', '6116002858', '6118002253', '6118002498', '6118003199']"
ONEBILLION,96,2018-12-14,9,"['5A23002732', '5A27000551', '5A27001504', '5A28001923', '5B12002485', '5B20002011', '6118002172', '6118003607', '6129000602']"
ONEBILLION,97,2018-12-14,19,"['5A27000801', '5A28000083', '5A28000943', '5A28002450', '5A29001286', '5B12002906', '6111000851', '6111001962', '6112001259', '6115000455', '6116000758', '6116001012', '6116001194', '6116001507', '6116002316', '6116002476', '6116002596', '6118002762', '6118003293']"
ONEBILLION,101,2018-12-14,13,"['5A27001336', '5A27002030', '5A28000410', '5A28002156', '5B12002787', '5B13001559', '5B20001196', '6113000722', '6115001303', '6116001324', '6116001370', '6116002283', '6118003587']"
ONEBILLION,102,2018-12-14,8,"['5A29000465', '5B12003496', '6114000037', '6116001063', '6116001449', '6118002155', '6118002269', '6118003322']"
ONEBILLION,103,2018-12-14,7,"['5A27001762', '6111000169', '6111001697', '6116001480', '6126000234', '6127001828', '6129001333']"
ONEBILLION,105,2018-12-14,2,"['6116001441', '6116001466']"
ONEBILLION,106,2018-12-14,2,"['5A23001427', '6118003074']"
ONEBILLION,107,2018-12-14,6,"['5A28000830', '5A29000560', '6109000675', '6111000158', '6115000554', '6118003275']"
ONEBILLION,110,2018-12-14,8,"['5A23002686', '5A27001419', '5A27001786', '6112001157', '6115001628', '6116001427', '6116002865', '6118001738']"
ONEBILLION,112,2018-12-14,5,"['5A27002193', '5A28000115', '5B13001010', '5B20002263', '6111000708']"
ONEBILLION,113,2018-12-14,14,"['5A22000802', '5A22000832', '5A27001630', '5A28000350', '5A29000350', '5B13000689', '6111001722', '6111001862', '6111002168', '6112000018', '6116001050', '6116001503', '6116002599', '6118002474']"
