tablet_serial,storybook_id,start_time,end_time
5A27000742,6,946716250,
5A27000742,6,946788486,
5A27000742,43,946809591,
5A27000742,71,946809932,
5A27000742,73,946922065,
5A27000742,12,946922387,
5A27000742,57,946939186,
5A27000742,4,946939610,
5A27000742,14,946954939,
5A27000742,29,947088322,
5A27000742,54,947088862,
5A27000742,19,947120159,
5A27000742,76,947120764,
5A27000742,46,947126057,
5A27000742,1,947126862,
5A27000742,47,947127570,
5A27000742,49,947128371,
5A27000742,56,947131281,
5A27000742,19,947263499,
5A27000742,55,947264270,
5A27000742,32,947265030,
5A27000742,34,947265751,
5A27000742,58,947266155,
5A27000742,65,947292479,
5A27000742,5,947293146,
5A27000742,60,947309182,
5A27000742,42,947309618,
5A27000742,36,947313427,
5A27000742,17,947315467,
5A27000742,67,947315892,
5A27000742,68,947316593,
5A27000742,62,947317134,
5A27000742,63,947317590,
5A27000742,69,947318157,
5A27000742,37,947318717,
5A27000742,64,947319103,
5A27000742,70,947319542,
5A27000742,38,947320099,
5A27000742,25,947344315,
5A27000742,26,947344713,
5A27000742,44,947353409,
5A27000742,28,947353871,
5A27000742,48,947354334,
5A27000742,52,947355010,
5A27001262,31,1512458179,
5A27001262,31,1512471777,
5A27001262,12,1512894385,
5A27001262,66,1512964417,
5A27001262,25,1513079293,
5A27001262,49,1513205829,
5A27001262,51,1513207888,
5A27001262,16,1513208386,
5A27001337,12,946798351,
5A27001337,33,946799101,
5A27001337,39,946799417,
5A27001337,57,947372159,
5A27001337,4,947372619,
5A27001337,14,947372980,
5A27001613,6,1512583680,
5A27001613,11,1512584666,
5A27001613,11,1512628860,
5A27001613,21,1512650520,
5A27001613,11,1512840596,
5A27001613,6,1512841439,
5A27001613,22,1512841904,
5A27001613,41,1512842274,
5A27001613,43,1512842641,
5A27001613,71,1512842972,
5A27001613,35,1512843587,
5A27001613,61,1512843940,
5A27001613,15,1512844511,
5A27001613,6,1513106297,
5A27001613,3,1513106637,
5A27001613,45,1513107042,
5A27001613,7,1513107550,
5A27001613,6,1513185089,
5A27001613,41,1513195086,
5A27001613,12,1513864623,
5A27001613,4,1513878304,
5A27001613,60,1514299661,
5A27001901,31,1514353077,
5A27001901,15,1514359516,
5A27001901,36,1514616958,
5A27001901,64,1514824124,
5A27001901,72,1514828519,
5A27001901,44,1514829005,
5A27001901,48,1514868874,
5A27001901,19,1514956250,
5A27001901,76,1514978158,
5A27001901,46,1514979130,
5A27001901,16,1515160386,
5A27001901,3,1518439632,
5A27001901,52,1520181028,
5A27001901,12,1520264050,
5A27001901,76,1520361481,
5A28000082,29,951054146,
5A28000082,54,951055039,
5A28000082,13,951056006,
5A28000969,57,948605037,
5A28000969,4,948605457,
