tablet_serial,storybook_id,start_time,end_time
5A28001240,7,1529255965,
5A28001240,44,1529934758,
6111000804,14,946774195,
6112000018,19,1485864085,
6112000018,76,1485864759,
6112000018,46,1486448189,
6112000018,47,1486451171,
6116001204,21,947968864,
6116001452,40,946766899,
6116001452,42,946771565,
6116001452,75,946857521,
6116001452,62,947116882,
6116001452,38,947198264,
6116001452,44,947459443,
6116001452,76,947466081,
6116001452,51,947545531,
6116001452,65,947549288,
6116001452,5,947549659,
6116002164,16,948313353,
6116002164,56,948337459,
6116002164,34,948381291,
6116002164,58,948382180,
6116002164,5,948383340,
6116002176,57,946855736,
6116002176,40,946872899,
6116002176,60,946873604,
6116002176,57,946874049,
6116002176,44,946874711,
6116002176,44,946886833,
6116002176,38,946887405,
6116002176,28,946887878,
6116002176,48,946888275,
6116002176,52,946888880,
6116002176,19,946891392,
6116002176,74,946923408,
6116002176,44,946934891,
6116002176,67,946939034,
6116002176,19,946968991,
6116002176,19,946972509,
6116002176,44,946975725,
6116002176,31,946977493,
6116002176,61,947221348,
6116002176,12,947221894,
6116002176,44,947314503,
6116002176,52,947364486,
6116002176,29,947365219,
6116002176,55,947385343,
6116002176,46,947410218,
6116002176,25,948087066,
6116002176,26,948087389,
6116002176,22,948128003,
