tablet_serial,storybook_id,start_time,end_time
6115002143,6,1484075415,
6115002143,21,1484077233,
6115002143,31,1484077518,
6115002143,11,1484077800,
6115002143,22,1484078071,
6115002143,41,1484078352,
6115002143,43,1484078663,
6115002143,71,1484078981,
6115002143,35,1484079616,
6115002143,61,1484079824,
6115002143,15,1484080349,
6115002143,27,1484081285,
6115002143,45,1484081681,
6115002143,7,1484082397,
6115002143,30,1484099439,
6115002143,33,1484131100,
6115002143,39,1484131430,
6116001100,11,1484149024,
6116001902,12,946795572,
6116001902,30,946838087,
6118002048,73,946764788,
6118002048,12,946765395,
6118002048,33,946770186,
6118002048,40,946775769,
6118002048,41,946820119,
6118002048,57,947037512,
6118002048,4,947038027,
6118002262,21,1533499591,
6118002262,71,1533845591,
6118002262,12,1533910033,
6118002262,30,1533910480,
